ID	Method	Eval_Date	Mass_coef	Mg_pct	Mg_err	Mg_int	Mg_dl	Al_pct	Al_err	Al_int	Al_pct	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Ti	Ti	Ti	Ti	Cr	Cr	Cr	Cr	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Sr	Sr	Sr	Sr	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Pb	Pb	Pb	Pb
Dimension			cm?/g	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g	?g/g	Abs. Error ( ?g/g)	Norm. Int.	?g/g
JP.E1.3.0-10.04	TQ Powders	7/2/2018 16:45	9.3736	< 0.0020	0	4.4752	0.002	13.55	0.03	715.3638	0.0054	24.61	0.04	2399.1171	0.00001	0.01547	0.00052	6.2943	0.0016	0.02623	0.00057	9.3344	0.00047	0.00358	0.00025	3.7828	0.0006	0.02423	0.00028	56.0727	0.00021	0.00434	0.0001	20.6862	0.00016	3258	5	2799.5207	0.1	27.7	0.3	64.4819	0.5	75	0.5	219.8221	0.4	16420	20	9731.249	0.1	1.6	0.5	2.8458	0.7	6.5	0.3	16.0464	0.5	1.1	0.1	14.3189	0.2	302.2	1.2	634.9274	0.1	8.7	0.3	20.5193	0.7	2.5	0.3	9.2239	0.9	2.6	0.3	7.7286	0.5
JP.E1.3.0-10.04	TQ Powders	7/2/2018 16:59	9.0307	< 0.0020	0	4.5005	0.002	14.02	0.03	760.4633	0.0061	25.02	0.03	2549.589	0.00001	0.02368	0.00075	7.049	0.0016	0.03311	0.00062	12.3628	0.00046	0.00622	0.00032	5.6615	0.00061	0.02721	0.00028	67.0114	0.00021	0.00964	0.00014	44.5067	0.00017	3420	5	3160.8346	0.1	38.3	0.4	93.0463	0.5	89.7	0.5	283.097	0.4	18570	20	11815.4241	0.1	2.4	0.5	4.4905	0.7	7.1	0.3	18.5399	0.5	1.6	0.1	22.3594	0.2	238.7	1	515.4157	0.3	8.3	0.3	20.1384	0.7	1.7	0.2	7.3031	0.8	3.6	0.3	11.3449	0.5
JP.E1.1.10-20.04	TQ Powders	7/2/2018 17:14	9.0866	< 0.0020	0	4.5365	0.002	13.74	0.03	733.1086	0.006	25.02	0.04	2486.7301	0.00001	0.01795	0.00068	5.4804	0.0016	0.01902	0.00051	6.9326	0.0005	0.00479	0.00028	4.6154	0.0006	0.02081	0.00025	49.6313	0.0002	0.00293	0.00009	15.657	0.00016	2905	5	2581.9379	0.1	49.5	0.4	114.3219	0.5	59.1	0.4	179.5269	0.4	16000	20	9835.2551	0.1	< 0.3	-0.3	0.5867	0.3	6.8	0.3	17.6209	0.5	1.1	0.1	14.738	0.2	197.2	0.9	425.3867	0.4	7.7	0.3	18.7196	0.7	2.9	0.2	10.4864	0.8	2.7	0.3	8.4362	0.4
JP.E1.2.10-20.04	TQ Powders	7/2/2018 17:28	9.1392	< 0.0020	0	3.247	0.002	13.94	0.03	727.1953	0.0054	24.06	0.03	2341.9534	0.00001	0.00896	0.00035	5.1423	0.0015	0.0166	0.00048	6.0099	0.0005	0.00395	0.00026	4.0611	0.00059	0.01935	0.00025	45.901	0.00021	0.00173	0.00007	10.8659	0.00016	2991	5	2640.5171	0.1	35	0.4	82.3547	0.5	61.1	0.4	184.4425	0.4	16200	20	9874.5405	0.1	< 0.6	-0.6	1.0431	0.6	7.4	0.3	18.9271	0.5	1	0.1	13.1447	0.2	287	1.1	613.8036	0.2	8.6	0.3	20.3815	0.7	2.6	0.3	9.6996	0.9	2	0.3	6.39	0.5
JP.P.1.10-20.16	TQ Powders	7/2/2018 17:42	9.5626	0.0478	0.0018	5.6253	0.0091	9.745	0.025	653.0695	0.0052	22.49	0.03	2593.5985	0.00001	0.01362	0.00043	6.7731	0.0015	0.02097	0.0005	8.1416	0.00045	0.00265	0.0002	3.3361	0.00055	0.01692	0.00023	43.0228	0.00021	0.1754	0.0005	743.445	0.00001	3187	5	3001.6331	0.1	25.9	0.3	66.6087	0.4	83	0.5	266.4396	0.4	14890	20	9651.2766	0.1	5	0.5	9.4227	0.7	24.5	0.4	65.135	0.5	3.4	0.1	47.1236	0.2	323.6	1.2	714.2835	0.1	10.6	0.3	25.4419	0.7	2.7	0.3	9.9655	0.9	6.2	0.3	19.7291	0.4
JP.P.2.10-20.04	TQ Powders	7/2/2018 17:57	9.4983	< 0.0020	0	4.7857	0.002	15.13	0.04	778.2268	0.0048	22.38	0.03	2134.6304	0.00001	0.01429	0.00047	6.3439	0.0015	0.01601	0.00048	5.8837	0.00053	0.00303	0.00023	3.4814	0.0006	0.02012	0.00026	47.9113	0.00022	0.00857	0.00013	39.0631	0.00016	4286	6	3791.9502	0.1	35	0.4	82.5528	0.5	65.4	0.4	196.7434	0.4	20890	20	12683.1435	0.1	2.4	0.5	4.241	0.7	8.1	0.3	20.0222	0.5	2.1	0.1	27.1686	0.2	321.2	1.2	668.0305	0.1	12.7	0.3	28.3713	0.7	1.8	0.2	7.5511	0.9	4.2	0.3	12.5903	0.5
JP.P.3.0-10.04	TQ Powders	7/2/2018 18:11	9.531	< 0.0020	0	4.501	0.002	9.806	0.025	657.1439	0.0054	24.1	0.03	2824.9932	0.00001	0.01049	0.00038	5.8674	0.0015	0.01794	0.00048	6.9334	0.00047	0.00492	0.00026	4.8995	0.00055	0.01665	0.00022	42.5105	0.00019	0.01735	0.00017	77.5471	0.00014	2848	5	2715.4048	0.1	69.3	0.5	171.485	0.4	54.6	0.4	177.8241	0.4	14690	20	9660.2063	0.1	1.7	0.5	3.2875	0.7	8.7	0.3	23.6483	0.5	1.9	0.1	26.7471	0.2	301.7	1.1	676.3985	0.1	10.2	0.3	24.858	0.7	3.3	0.3	11.4562	0.9	3.4	0.3	11.2431	0.4
JP.P.4.0-10.04	TQ Powders	7/2/2018 18:25	9.2559	< 0.0020	0	3.4614	0.002	12.44	0.03	685.5055	0.0066	27.55	0.04	2824.3131	0.00001	0.00842	0.00029	6.1033	0.0016	0.01946	0.00051	7.0525	0.0005	0.00351	0.00025	3.7556	0.00061	0.01851	0.00025	43.3559	0.00021	0.03378	0.00024	134.7958	0.00015	3051	5	2645.7664	0.1	35.3	0.4	82.9304	0.5	60	0.4	177.7573	0.4	15650	20	9371.3296	0.1	2.1	0.5	3.7339	0.7	10.6	0.3	26.7494	0.5	2.1	0.1	27.3416	0.2	369.5	1.3	786.0065	0.1	10.9	0.3	25.1422	0.8	2.4	0.3	9.1303	1	4.7	0.3	14.3634	0.5
JP.P.1.10-20.04	TQ Powders	7/2/2018 18:40	9.2749	< 0.0020	0	4.5	0.002	12.83	0.03	699.3876	0.0064	26.55	0.04	2684.5924	0.00001	0.01439	0.00051	5.9758	0.0016	0.01672	0.00049	6.001	0.00051	0.00413	0.00027	4.1492	0.00059	0.01838	0.00024	43.1011	0.00021	0.01058	0.00015	45.0032	0.00016	3219	5	2796.5018	0.1	30.9	0.4	72.0786	0.5	57.8	0.4	171.1641	0.4	15980	20	9578.222	0.1	2.5	0.5	4.4326	0.7	7.5	0.3	18.8536	0.5	1.8	0.1	23.3363	0.2	287.1	1.1	607.5144	0.2	10.4	0.3	23.9837	0.7	1.9	0.2	7.8731	0.9	1.9	0.3	5.8867	0.4
JP.P.3.10-20.04	TQ Powders	7/2/2018 18:54	9.489	< 0.0020	0	4.6971	0.002	13.75	0.03	732.962	0.0053	24.59	0.04	2397.3441	0.00001	0.01398	0.00049	5.9154	0.0016	0.0162	0.00048	5.7675	0.0005	0.00285	0.00022	3.315	0.00058	0.02103	0.00026	48.3563	0.00021	0.00824	0.00013	35.4224	0.00016	3499	5	2975.4829	0.1	27.1	0.3	62.3793	0.5	58.5	0.4	169.4195	0.4	16810	20	9844.9115	0.1	1.7	0.5	2.9145	0.7	6.1	0.3	14.8906	0.5	2	0.1	25.713	0.2	294.2	1.2	611.4864	0.2	10.7	0.3	23.9737	0.7	3.4	0.3	11.2846	0.9	2.6	0.3	7.9178	0.5
JP.P.4.10-20.04	TQ Powders	7/2/2018 19:09	9.0804	< 0.011	-0.0026	4.8324	0.011	15.37	0.04	796.7411	0.0051	22.44	0.03	2152.8289	0.00001	0.01711	0.00056	6.289	0.0015	0.01715	0.00049	6.3205	0.0005	0.00561	0.00028	5.1753	0.00059	0.02151	0.00026	51.799	0.00021	0.01751	0.00018	74.3104	0.00016	3786	6	3398.7953	0.1	41.5	0.4	98.022	0.4	56.5	0.4	172.9695	0.4	16690	20	10314.2008	0.1	1.7	0.5	3.0622	0.7	8.4	0.3	21.4963	0.5	1.9	0.1	25.8037	0.2	269	1.1	577.4278	0.2	10.2	0.3	23.8654	0.7	3.2	0.3	11.1217	0.9	3.2	0.3	9.8397	0.5
It.N.4.60-100.04	TQ Powders	7/3/2018 12:25	10.8935	0.1218	0.0041	6.4924	0.011	23.56	0.05	1266.0506	0.00001	11.17	0.02	1056.9631	0.0013	0.00731	0.00021	8.3548	0.0014	0.01871	0.00052	8.0506	0.00059	0.00342	0.00023	4.1449	0.00057	0.02274	0.0003	65.2466	0.00032	0.00069	0.00002	18.4057	0.00021	15190	10	16280.4571	0.1					76.5	0.5	266.888	0.4	52000	50	34021.6024	0.1	4	0.7	6.0113	0.9	22.9	0.5	49.3916	0.6	19.2	0.2	205.3625	0.3	656.5	1.9	1164.0025	0.1	59.4	0.6	103.7971	0.9	6.2	0.4	16.4927	1.3	8.3	0.7	20.4135	0.7
Bo.P.4.0-10.04	TQ Powders	7/3/2018 12:40	12.035	< 0.0020	0	4.5934	0.002	14.77	0.04	757.756	0.0023	17.29	0.03	1766.4549	0.00001	0.02257	0.00069	8.7049	0.0017	0.03314	0.00067	13.6605	0.00061	0.00098	0.00012	2.258	0.00061	0.02109	0.00027	59.16	0.00026	0.01084	0.00013	69.4506	0.00018	9065	10	9569.9484	0.1					96.2	0.5	338.8903	0.3	69520	60	44990.7581	0.1	21.5	0.8	29.483	1.1	25.9	0.6	50.4718	0.8	5.1	0.2	49.4169	0.3	472.4	1.7	758.5511	0.1	28.3	0.5	46.8171	0.9	4.4	0.4	11.7437	1.2	7.6	0.5	16.6184	0.8
Bo.P.3.0-10.04	TQ Powders	7/3/2018 12:54	11.8888	< 0.0020	0	4.5661	0.002	14.6	0.04	732.2419	0.0023	17.11	0.03	1719.6997	0.00001	0.02226	0.00069	8.5348	0.0017	0.03462	0.00068	14.114	0.00061	0.00279	0.00022	3.5949	0.00061	0.02078	0.00027	57.9363	0.00026	0.01964	0.00018	109.4437	0.00018	8844	9	9290.9299	0.1					112.4	0.5	394.6063	0.3	67120	60	43091.5391	0.1	23.3	0.8	32.118	1.1	29.5	0.6	57.8691	0.7	5.7	0.2	55.098	0.3	463.2	1.7	743.5632	0.1	27.4	0.5	45.0578	0.9	4.3	0.4	11.4398	1.2	5.2	0.5	11.3684	0.7
Bo.P.2.0-10.04	TQ Powders	7/3/2018 13:09	12.0573	< 0.0020	0	4.6711	0.002	15.3	0.04	783.2715	0.0022	17.76	0.03	1796.0483	0.00001	0.02189	0.00067	8.7508	0.0017	0.03173	0.00067	12.9431	0.00064	0.00182	0.00019	2.8653	0.00062	0.02	0.00027	55.3153	0.00027	0.00838	0.00012	56.6961	0.00019	9673	10	10052.0187	0.1					107.6	0.5	372.329	0.4	68060	60	43469.1613	0.1	22.1	0.8	30.2907	1.1	25.7	0.6	49.9566	0.7	5.5	0.2	52.7177	0.3	496.8	1.7	796.8221	0.1	28.7	0.5	47.372	0.9	3.7	0.3	10.3849	1.2	8.9	0.5	19.3411	0.7
It.N.3.60-100.04	TQ Powders	7/3/2018 13:24	10.9146	0.1053	0.0036	6.2547	0.011	23.76	0.05	1271.7325	0.00001	10.77	0.02	1014.5743	0.0013	0.00936	0.00026	8.8514	0.0014	0.01793	0.00052	7.7117	0.00059	0.00401	0.00024	4.6031	0.00057	0.02325	0.0003	66.8237	0.00032	0.00082	0.00003	19.1855	0.00021	15120	10	16251.1775	0.1					74	0.5	258.7985	0.4	52580	50	34432.2515	0.1	3.9	0.7	5.9415	0.9	23.6	0.5	50.7015	0.7	18.3	0.2	195.1989	0.3	669	1.9	1181.4357	0.1	58.9	0.6	102.3268	0.9	6.2	0.4	16.3589	1.3	7.5	0.7	18.5081	0.7
Bo.P.1.0-10.04	TQ Powders	7/3/2018 13:38	12.2	< 0.0020	0	4.1866	0.002	15.3	0.04	743.6509	0.0023	17.14	0.03	1666.1698	0.00009	0.02776	0.00085	8.6348	0.0017	0.03327	0.00068	13.2854	0.00062	0.00229	0.0002	3.1818	0.00062	0.02014	0.00027	54.8015	0.00027	0.02163	0.00019	116.1956	0.00018	9438	10	9671.3136	0.1					126.7	0.6	433.31	0.3	68700	60	42894.2859	0.1	22.8	0.8	30.6621	1.1	26.3	0.6	50.2526	0.8	5.4	0.2	50.6557	0.3	391.6	1.5	614.1908	0.3	28.2	0.5	45.3846	0.9	4.6	0.4	11.9332	1.1	7.9	0.5	16.7419	0.7
Bp.E2.4.60-100.04	TQ Powders	7/3/2018 13:53	14.4055	0.0855	0.0033	5.9292	0.014	20.33	0.05	1053.3463	0.0021	10.87	0.02	1066.8495	0.002	0.02367	0.00072	9.2299	0.0017	0.00828	0.0005	3.8489	0.0008	0.00069	0.0001	2.0615	0.00068	0.02414	0.0003	70.2949	0.00031	< 0.0010	0	22.2329	0.001	13380	10	14568.2738	0.1					202.1	0.7	716.7326	0.4	103300	100	67185.3765	0.1	29.3	1.1	34.3354	1.2	37.8	0.8	62.6538	0.9	18.1	0.3	147.2333	0.4	552.4	1.9	782.4202	0.1	51.6	0.7	73.4904	1.1	5.6	0.4	12.8728	1.4	19.1	1.1	36.0194	0.9
Bp.E2.3.60-100.04	TQ Powders	7/3/2018 14:07	14.5803	0.0882	0.0035	5.9526	0.014	20.64	0.05	1054.9732	0.0021	11.29	0.03	1091.6139	0.002	0.0224	0.0007	8.8521	0.0018	0.00873	0.0005	4.0046	0.00081	< 0.00020	0	1.21	0.0002	0.02411	0.00031	68.9433	0.00031	< 0.0010	0	21.68	0.001	13520	10	14453.5856	0.1					200.3	0.7	698.0706	0.4	103900	100	66491.1114	0.1	32.1	1.1	37.1601	1.3	36.4	0.8	59.5862	0.9	18.9	0.3	151.8766	0.4	550.9	1.9	772.5446	0.1	51.4	0.7	72.7923	1.1	6.8	0.5	15.0493	1.4	21	1.1	39.0465	0.9
Bp.E2.2.60-100.04	TQ Powders	7/3/2018 14:22	14.386	0.0625	0.0026	5.6433	0.013	20.24	0.04	1067.2693	0.0021	11.2	0.02	1114.5214	0.002	0.0229	0.00071	9.1204	0.0018	0.00727	0.00049	3.4432	0.0008	< 0.00068	-0.00041	1.8497	0.00067	0.02338	0.0003	68.4384	0.00031	< 0.0010	0	19.6314	0.001	13280	10	14519.5342	0.1					193.9	0.7	690.2906	0.4	103200	100	67611.5581	0.1	27.5	1.2	32.2857	1.2	37.7	0.8	62.733	0.8	18.6	0.3	151.4488	0.4	550.2	1.9	783.7846	0.1	52.5	0.7	75.2251	1.1	6.5	0.4	14.604	1.3	18.9	1.1	35.9459	0.9
Bp.E2.1.60-100.04	TQ Powders	7/3/2018 14:37	14.7623	0.0533	0.0022	5.4768	0.014	21.1	0.05	1055.0261	0.0021	11.34	0.03	1072.9444	0.002	0.02276	0.00072	8.7591	0.0018	0.00809	0.00051	3.6524	0.00082	< 0.00020	0	1.1552	0.0002	0.02452	0.00031	68.8824	0.00031	< 0.0010	0	24.1715	0.001	13560	10	14244.1329	0.1					202.3	0.7	693.4178	0.4	104700	100	65815.0825	0.1	27.2	1.2	31.111	1.3	36.6	0.8	59.1805	0.9	17.9	0.3	142.305	0.4	548.7	1.9	759.505	0.1	53.1	0.7	74.1053	1.1	7.4	0.5	15.8412	1.4	19.6	1.1	36.1425	0.9
Bp.E2.4.40-100.04	TQ Powders	7/3/2018 14:51	16.2951	0.0749	0.0031	5.3702	0.029	30.04	0.07	945.9411	0.0044	13.06	0.03	952.327	0.0033	0.02393	0.00078	8.0498	0.0025	0.01016	0.00057	3.9284	0.0011	< 0.00020	0	1.4891	0.0002	0.02744	0.00032	70.4232	0.00041	< 0.0010	0	20.9422	0.001	12870	10	12823.8057	0.1					186.8	0.7	631.9276	0.4	110000	100	59926.4261	0.1	25.8	0.9	31.6946	1.5	30.4	0.7	53.9065	1	14.9	0.2	124.4292	0.4	522.2	1.9	704.1728	0.1	49.6	0.7	66.9794	1.4	6.5	0.4	13.9667	1.7	14.2	1	26.1844	1.1
Bp.E2.3.40-60.04	TQ Powders	7/3/2018 15:20	14.3171	0.0417	0.0018	5.3469	0.014	20.06	0.04	1037.9362	0.0022	10.91	0.02	1073.8586	0.002	0.02336	0.00073	9.1011	0.0017	0.0092	0.00051	4.2587	0.00079	< 0.00068	0	1.5627	0.00068	0.02454	0.0003	71.6476	0.0003	< 0.0010	0	28.1447	0.001	13350	10	14581.8091	0.1					197.9	0.7	703.992	0.4	102400	100	66711.4986	0.1	25.6	1.1	30.079	1.2	36.8	0.8	61.3312	0.9	18.3	0.3	149.1893	0.4	540.2	1.9	769.0906	0.1	49.1	0.7	70.8482	1.1	6.5	0.4	14.657	1.3	19.6	1.1	37.1018	0.9
Bp.E2.2.40-60.04	TQ Powders	7/3/2018 15:34	14.569	0.0655	0.0027	5.6354	0.014	20.37	0.05	1023.4611	0.0022	11.14	0.02	1067.5306	0.002	0.02158	0.00069	8.5692	0.0018	0.00868	0.00051	3.9179	0.00081	< 0.00069	-0.00041	1.8373	0.00068	0.02311	0.0003	65.9535	0.00031	0.00064	0.00001	31.2074	0.00021	13240	10	14139.1616	0.1					192	0.7	669.5042	0.4	103800	100	66174.066	0.1	31	1.1	35.7752	1.4	35.4	0.8	57.8224	0.9	18.3	0.3	146.7344	0.4	541.1	1.9	755.4034	0.1	50.7	0.7	71.2771	1.1	6.6	0.4	14.4903	1.3	18.2	1.1	33.7859	0.9
Bp.E2.1.40-60.04	TQ Powders	7/3/2018 15:49	15.0712	0.056	0.0023	5.4616	0.015	21.33	0.05	997.4302	0.0023	11.37	0.03	1020.0664	0.0021	0.02324	0.00075	8.4718	0.0018	0.01038	0.00055	4.3663	0.00083	< 0.00020	0	0.5998	0.0002	0.02539	0.00032	68.6216	0.00032	< 0.0010	0	20.1956	0.001	13410	10	13595.9206	0.1					199.3	0.7	661.6551	0.4	105500	100	63628.6202	0.1	28.4	1.2	31.6049	1.3	37.9	0.8	59.659	0.9	18	0.3	138.7351	0.4	541.4	2	726.1034	0.1	51.3	0.7	69.4343	1.1	6.7	0.5	14.3547	1.4	17.7	1.1	31.6688	0.9
Bp.E2.1.0-10.04	TQ Powders	7/3/2018 16:04	14.5779	0.0847	0.0033	5.8573	0.014	20.72	0.05	1016.4274	0.0022	11.31	0.03	1058.8175	0.002	0.03321	0.00091	10.5706	0.0018	0.01766	0.00061	7.4618	0.00079	< 0.00070	-0.00053	1.9202	0.0007	0.02785	0.00032	77.8171	0.00031	0.00072	0.00002	30.5762	0.00022	13140	10	13768.3178	0.1					202.6	0.7	694.3847	0.4	102300	100	64045.0089	0.1	32.1	1.1	36.9626	1.3	35.8	0.8	58.3813	0.9	17.6	0.3	140.2465	0.4	537.9	1.9	745.9126	0.1	49.5	0.7	69.3517	1.1	5.4	0.4	12.4013	1.3	17.4	1.1	32.1762	0.9
Bp.E2.2.0-10.04	TQ Powders	7/3/2018 16:18	14.4482	0.0634	0.0026	5.6113	0.014	20.38	0.05	1027.556	0.0022	11.23	0.03	1078.1623	0.002	0.03005	0.00085	10.1361	0.0017	0.01677	0.00059	7.2523	0.00078	0.0015	0.00017	2.6717	0.00068	0.02683	0.00031	76.4804	0.00031	< 0.0010	0	26.7628	0.001	13040	10	13931.3861	0.1					187.8	0.7	655.3708	0.4	102200	100	65235.8128	0.1	29.9	1.1	34.8562	1.3	35.9	0.8	59.2393	0.9	18	0.3	145.347	0.4	533.9	1.9	751.2074	0.1	48.4	0.7	68.8179	1.1	5.7	0.4	13.1548	1.3	17.8	1.1	33.3393	0.9
Bp.E2.3.0-10.04 	TQ Powders	7/3/2018 16:33	14.0745	0.0827	0.0033	5.9254	0.013	19.87	0.04	1059.2044	0.0021	11.05	0.02	1112.8448	0.0019	0.03462	0.00092	11.3732	0.0017	0.01609	0.00057	7.2714	0.00077	< 0.00067	0	1.5377	0.00067	0.02691	0.00031	79.7099	0.0003	< 0.00021	-0.00008	28.6963	0.00021	12990	10	14398.6673	0.1					192.1	0.7	693.8382	0.4	100300	100	66618.1279	0.1	29.5	1.1	35.3922	1.3	34.4	0.8	58.4045	0.9	17.7	0.3	147.9221	0.4	529.6	1.9	769.1694	0.1	49.3	0.7	72.1736	1	6.1	0.4	14.0277	1.3	18.7	1.1	36.1108	0.9
Bp.E2.4.0-10.04	TQ Powders	7/3/2018 16:48	15.2981	0.0454	0.0019	5.4058	0.013	18.65	0.04	967.7106	0.0021	10.87	0.03	993.5459	0.002	0.03283	0.00092	9.9875	0.0018	0.01656	0.00061	6.7359	0.00081	< 0.00020	0	1.3598	0.0002	0.02846	0.00033	75.7067	0.00032	< 0.0010	0	23.4763	0.001	13190	10	13089.2978	0.1					201.1	0.7	651.858	0.4	99280	90	60367.7962	0.1	27.7	1.1	30.5976	1.2	37.3	0.7	58.1672	0.8	17.5	0.3	135.3131	0.4	513.4	1.9	698.0682	0.1	46.6	0.7	64.5008	1.1	4.3	0.4	10.36	1.3	17.6	1	31.7711	0.8
Bp.E2.4.10-20.04	TQ Powders	7/3/2018 17:02	14.4674	0.0814	0.0032	5.8518	0.014	20.62	0.05	1044.7865	0.0021	11.11	0.02	1067.41	0.002	0.03074	0.00086	10.3377	0.0017	0.01496	0.00058	6.5086	0.00079	0.00099	0.00013	2.284	0.00068	0.02756	0.00032	78.6321	0.00031	< 0.00022	0	27.8822	0.00021	13190	10	14099.7896	0.1					198.2	0.7	691.6138	0.4	102500	100	65502.7799	0.1	25.8	1.1	30.0618	1.3	35.4	0.8	58.3925	0.9	18.1	0.3	145.9084	0.4	540.7	1.9	761.0084	0.1	50.7	0.7	71.7989	1.1	6.9	0.5	15.1409	1.3	17.4	1.1	32.6991	0.9
Bp.E2.3.10-20.04	TQ Powders	7/3/2018 17:16	14.0123	0.0748	0.003	5.8364	0.013	19.77	0.04	1070.3685	0.002	11	0.02	1122.139	0.0019	0.02992	0.00083	10.6109	0.0017	0.01344	0.00055	6.1753	0.00077	< 0.00020	0	1.3442	0.0002	0.02581	0.00031	77.2428	0.0003	< 0.0010	0	25.5055	0.001	13020	10	14569.6032	0.1					194	0.7	706.6337	0.4	100300	100	67259.8451	0.1	33.4	1.1	40.3646	1.3	35.4	0.8	60.4321	0.9	17.8	0.3	148.8832	0.4	536.2	1.9	783.9388	0.1	51.4	0.7	75.7099	1	7.1	0.4	16.0531	1.3	17.5	1.1	34.1181	0.9
Bp.E2.2.10-20.04	TQ Powders	7/3/2018 17:30	14.7015	0.032	0.0014	5.1975	0.014	20.74	0.05	1015.1446	0.0022	11.46	0.03	1071.4094	0.002	0.03261	0.0009	10.4248	0.0018	0.01432	0.00058	6.1239	0.0008	< 0.00020	0	0.9524	0.0002	0.02612	0.00031	72.7079	0.00031	< 0.0010	0	24.0347	0.001	13220	10	13789.6972	0.1					190.4	0.7	649.7467	0.4	103600	100	64554.9545	0.1	32.1	1.1	36.6405	1.3	36.1	0.8	58.3979	0.9	18.4	0.3	145.4597	0.4	540.2	1.9	744.2501	0.1	51.5	0.7	71.3142	1.1	6.4	0.4	14.1214	1.4	19.4	1.1	35.5867	0.9
Bp.E2.1.10-20.04	TQ Powders	7/3/2018 17:44	14.0759	0.0377	0.0017	5.3106	0.013	19.76	0.04	1052.7046	0.0021	10.86	0.02	1095.3072	0.0019	0.03212	0.00087	10.9998	0.0017	0.01333	0.00055	6.1131	0.00077	< 0.00020	0	1.2794	0.0002	0.02674	0.00031	79.5718	0.0003	< 0.0010	0	27.1534	0.001	13030	10	14510.337	0.1					197.2	0.7	715.3397	0.4	100700	100	67060.0895	0.1	30.8	1.1	36.9806	1.3	35.2	0.8	59.791	0.9	17.6	0.3	146.2272	0.4	540.5	1.9	783.8343	0.1	50.8	0.7	74.0941	1.1	5	0.4	12.1785	1.3	18.8	1.1	36.3716	0.9
Bp.E2.1.20-40.04	TQ Powders	7/3/2018 17:58	14.0714	0.0399	0.0017	5.3401	0.013	19.61	0.04	1043.4598	0.0022	10.76	0.02	1086.7897	0.0019	0.02766	0.00079	10.1311	0.0017	0.01156	0.00053	5.3438	0.00078	0.00072	0.00011	2.1059	0.00067	0.02473	0.0003	73.8712	0.0003	< 0.0010	0	21.8117	0.001	12950	10	14469.7948	0.1					192.5	0.7	700.8374	0.4	101000	100	67416.5923	0.1	30.1	1.1	36.1144	1.3	36.7	0.8	62.2765	0.9	17.9	0.3	148.8591	0.4	538.8	1.9	781.9592	0.1	51	0.7	74.4638	1	5.6	0.4	13.277	1.3	17.8	1.1	34.4393	0.9
JP.E1.3.10-20.04	TQ Powders	7/3/2018 12:11	9.2888	< 0.010	-0.0026	4.8309	0.01	14.86	0.03	774.5706	0.0052	23.15	0.03	2211.5538	0.00001	0.01349	0.00049	5.5381	0.0015	0.01789	0.0005	6.4339	0.0005	0.00416	0.00027	4.1615	0.00059	0.02372	0.00027	55.2973	0.00021	0.00239	0.00008	13.27	0.00017	3270	5	2833.1341	0.1					72.8	0.5	215.1484	0.4	16250	20	9716.5581	0.1	1.5	0.5	2.6161	0.7	5.6	0.3	14.1289	0.5	0.9	0.1	11.6726	0.2	265.4	1.1	559.8999	0.3	8.4	0.3	20.0475	0.7	2.3	0.2	8.8723	0.9	2.8	0.3	8.6571	0.5
