McMahon_6-27-18
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Sc	Sc	Sc	Sc	Ti	Ti	Ti	Ti	V	V	V	V	Cr	Cr	Cr	Cr	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Co	Co	Co	Co	Ni	Ni	Ni	Ni	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Ga	Ga	Ga	Ga	Ge	Ge	Ge	Ge	As	As	As	As	Se	Se	Se	Se	Br	Br	Br	Br	Rb	Rb	Rb	Rb	Sr	Sr	Sr	Sr	Y	Y	Y	Y	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Tc	Tc	Tc	Tc	Ru	Ru	Ru	Ru	Rh	Rh	Rh	Rh	Pd	Pd	Pd	Pd	Ag	Ag	Ag	Ag	Cd	Cd	Cd	Cd	In	In	In	In	Sn	Sn	Sn	Sn	Sb	Sb	Sb	Sb	Te	Te	Te	Te	I	I	I	I	Cs	Cs	Cs	Cs	Ba	Ba	Ba	Ba	La	La	La	La	Hf	Hf	Hf	Hf	Ta	Ta	Ta	Ta	W	W	W	W	Re	Re	Re	Re	Os	Os	Os	Os	Ir	Ir	Ir	Ir	Pt	Pt	Pt	Pt	Au	Au	Au	Au	Hg	Hg	Hg	Hg	Tl	Tl	Tl	Tl	Pb	Pb	Pb	Pb	Bi	Bi	Bi	Bi	Po	Po	Po	Po	At	At	At	At	
JP.E2.3.20-40.16	TQ Powders	7/24/2018 12:30:18 PM	9.4804	0.02019	0.00077	5.1514	0.0083	11.11	0.03	746.6440	0.0042	21.63	0.03	2426.1084	0.00001	0.02539	0.00073	7.5113	0.0014	0.01481	0.00042	5.7848	0.00042	0.00404	0.00022	4.2975	0.00051	0.01881	0.00023	47.9484	0.00019	0.00906	0.00013	40.9735	0.00014					3392	5	3230.6348	0.1	41.1	1.8	59.3326	3.2	25.7	0.3	65.3400	0.4	56.5	0.4	183.4036	0.4	9538	14	6268.9870	0.1	< 3.0	(0.0)	0.0000	3.0	13.9	0.5	21.6450	0.8	4.8	0.5	9.4486	0.6	6.6	0.3	18.6465	0.4	8.7	0.3	33.1761	0.5	< 0.5	(0.0)	0.0000	0.5	1.0	0.2	6.0162	0.2	< 0.5	(0.0)	0.0000	0.5	2.1	0.1	16.4772	0.2	0.2	0.1	5.1099	0.2	2.3	0.1	34.2077	0.2	4.2	0.1	67.3838	0.3	227.9	1.0	527.7696	0.2	7.7	0.3	19.8210	0.7	1.6	0.2	7.2055	0.8					1.0	0.1	3.4471	0.4	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.7888	0.3	1.7	0.1	33.3701	0.7	2.4	0.2	6.2479	0.6	4.1	0.2	17.2117	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.5321	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	3.1718	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	18.5882	1.5	< 2.0	(0.0)	12.9387	2.0	1.7	0.2	5.1099	1.6	< 1.6	(0.0)	20.1120	1.6	< 1.2	(0.0)	2.7092	1.2																	2.4	0.4	5.0617	0.7	< 0.7	(0.0)	3.5384	0.7	< 0.1	(0.1)	0.3760	0.1	4.5	0.3	15.1081	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.E2.4.20-40.16	TQ Powders	7/24/2018 12:16:30 PM	8.9520	< 0.0020	(0.0)	4.5602	0.0020	10.84	0.03	732.3451	0.0050	22.49	0.03	2542.3832	0.00001	0.01449	0.00051	5.7638	0.0014	0.01696	0.00045	6.5673	0.00043	0.00345	0.00023	3.8839	0.00053	0.01754	0.00023	44.6427	0.00019	0.00482	0.00011	22.5812	0.00014					3148	5	2995.2195	0.1	32.8	1.7	47.6186	3.2	20.4	0.3	52.7319	0.4	50.8	0.4	165.0839	0.4	8046	13	5299.2327	0.1	< 3.0	(0.0)	0.0686	3.0	14.2	0.5	22.3839	0.8	2.6	0.4	5.2357	0.6	7.0	0.3	20.0504	0.4	7.9	0.3	30.6590	0.5	< 0.5	(0.0)	0.0000	0.5	1.1	0.1	6.3044	0.2	< 0.5	(0.0)	0.0000	0.5	2.6	0.1	20.2171	0.2	< 0.2	(0.1)	2.9512	0.2	1.8	0.1	27.3647	0.2	4.1	0.1	66.2105	0.3	233.3	1.0	547.6360	0.2	7.3	0.3	19.0623	0.7	1.9	0.2	8.0658	0.8					0.5	0.1	2.1436	0.4	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.2)	2.3374	0.5	1.6	0.1	33.2925	0.8	2.2	0.2	5.7889	0.6	3.9	0.2	16.6038	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	11.5779	0.7	< 1.0	(0.0)	6.0675	1.0	< 1.5	(0.0)	16.6765	1.5	< 2.0	(0.0)	14.2907	2.0	1.7	0.2	5.5004	1.5	< 1.6	(0.0)	22.5408	1.6	< 1.1	(0.2)	3.4316	1.1																	3.1	0.3	6.7162	0.7	< 0.7	(0.0)	3.7552	0.7	< 0.1	(0.1)	0.2941	0.1	3.6	0.3	12.4911	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.E2.1.60-100.16	TQ Powders	7/24/2018 11:51:05 AM	8.8672	0.0383	0.0014	5.3605	0.010	18.02	0.04	984.1124	0.0046	22.37	0.03	2169.5513	0.00001	0.01486	0.00052	5.6747	0.0015	0.01980	0.00049	7.4406	0.00047	0.00230	0.00019	3.0447	0.00057	0.02561	0.00029	62.5269	0.00024	0.00305	0.00010	15.7944	0.00018					6697	8	6096.9558	0.1	52.3	2.6	72.0999	4.8	48.1	0.4	112.9645	0.4	66.2	0.4	203.2674	0.4	13310	20	8276.5670	0.1	< 3.0	(0.0)	0.6704	3.0	18.5	0.6	26.8582	1.0	7.2	0.5	13.5408	0.7	10.5	0.3	27.7318	0.5	16.3	0.3	56.6622	0.5	< 0.5	(0.0)	0.0000	0.5	3.2	0.2	17.2892	0.3	< 0.5	(0.0)	0.2540	0.5	3.7	0.1	27.0308	0.2	0.2	0.1	5.2213	0.2	3.6	0.1	50.4759	0.2	5.7	0.2	83.5102	0.3	242.5	1.0	533.4892	0.3	14.2	0.3	32.6829	0.7	2.0	0.2	8.1193	0.8					0.9	0.2	3.0856	0.5	< 0.4	(0.4)	1.1011	0.4	0.4	0.1	2.8194	0.3	2.0	0.1	33.9292	0.8	2.5	0.3	6.2437	0.7	3.8	0.2	15.8030	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.1979	0.5	< 0.5	(0.0)	0.2541	0.5	< 0.7	(0.0)	0.0000	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	15.6094	1.5	< 2.0	(0.0)	14.5929	2.0	2.1	0.3	5.4752	2.1	< 1.6	(0.0)	20.6617	1.6	< 1.2	(0.0)	3.1998	1.2																	2.6	0.4	5.8917	0.7	< 0.7	(0.0)	3.0576	0.7	< 0.7	(0.0)	0.0000	0.7	4.7	0.3	15.1458	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.N.1.20-40.04	TQ Powders	7/24/2018 11:37:16 AM	8.7528	< 0.0020	(0.0)	2.9555	0.0020	11.16	0.03	613.8279	0.0066	28.02	0.04	2850.1419	0.00001	0.02124	0.00092	4.4285	0.0016	0.01484	0.00045	5.2889	0.00048	0.00756	0.00031	6.2173	0.00060	0.01605	0.00023	36.7090	0.00020	0.00205	0.00009	9.1809	0.00015					2394	4	2019.3388	0.1	19.6	1.6	25.3884	2.9	18.3	0.3	40.3428	0.4	30.0	0.3	86.3821	0.4	6082	11	3563.7225	1.2	< 3.0	(0.0)	0.7507	3.0	15.3	0.6	22.0247	0.9	1.4	0.5	2.5642	0.6	6.8	0.3	18.0078	0.5	5.7	0.3	21.2545	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0487	0.5	< 0.1	(0.1)	0.3802	0.1	1.7	0.1	12.3139	0.2	0.3	0.1	5.0211	0.2	0.9	0.1	13.2499	0.2	1.7	0.1	32.0280	0.3	79.0	0.6	175.9633	0.6	3.7	0.2	10.7514	0.7	1.3	0.1	6.5068	0.6					0.7	0.1	2.6879	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	3.1	0.1	35.8543	0.8	2.7	0.3	6.9446	0.7	4.4	0.2	17.6352	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	8.5744	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	12.8190	1.5	< 2.0	(0.0)	15.5190	2.0	< 2.0	(0.0)	4.0072	2.0	< 1.6	(0.0)	23.6237	1.6	< 1.2	(0.3)	3.4027	1.2																	3.2	0.3	7.0783	0.6	< 0.7	(0.0)	4.1826	0.7	< 0.2	(0.2)	0.7020	0.2	3.6	0.3	11.4365	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.N.2.40-60.04	TQ Powders	7/24/2018 11:23:28 AM	8.5290	< 0.0020	(0.0)	3.4774	0.0020	7.009	0.021	490.0250	0.0067	29.22	0.03	3711.8089	0.00001	0.01474	0.00075	3.8012	0.0017	0.01098	0.00040	4.1778	0.00047	0.00448	0.00027	4.5203	0.00056	0.01350	0.00020	33.6646	0.00018	0.00202	0.00009	9.0540	0.00013					1597	3	1484.7176	0.1	< 1.0	(0.0)	0.0000	1.0	14.5	0.3	35.7756	0.3	20.3	0.3	64.8211	0.4	2613	7	1697.8093	1.5	< 3.0	(0.0)	1.0101	3.0	13.4	0.5	21.6401	0.8	1.1	0.4	2.2145	0.6	4.7	0.2	14.0447	0.4	4.6	0.2	19.2702	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	1.1	0.1	9.2369	0.2	0.3	0.1	3.9143	0.2	0.9	0.1	14.6955	0.2	1.6	0.1	32.4019	0.3	92.1	0.6	223.0667	0.5	4.3	0.2	12.8208	0.6	1.9	0.2	8.3767	0.6					0.7	0.1	2.5934	0.4	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	3.0560	0.4	2.5	0.1	34.9923	0.8	2.7	0.2	7.1835	0.6	4.0	0.2	17.0700	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.7549	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	2.9830	0.7	< 1.0	(0.0)	7.2809	1.0	< 1.5	(0.0)	23.2430	1.5	< 2.0	(0.0)	0.0000	2.0	< 2.0	(0.0)	3.7686	2.0	< 1.6	(0.0)	24.1558	1.6	< 1.0	(0.4)	3.5840	1.0																	3.6	0.3	8.2462	0.6	< 0.7	(0.0)	4.6719	0.7	0.8	0.2	2.5350	0.4	2.8	0.2	10.0722	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.N.3.40-60.04	TQ Powders	7/24/2018 11:09:39 AM	8.6778	< 0.0020	(0.0)	4.0780	0.0020	10.08	0.03	568.2199	0.0076	30.31	0.04	3190.7603	0.00001	0.02013	0.00086	4.5757	0.0016	0.01022	0.00047	3.6705	0.00048	0.00672	0.00030	5.7141	0.00059	0.01936	0.00025	44.3635	0.00020	0.00212	0.00009	9.4540	0.00015					2244	4	1904.3750	0.1	22.5	1.5	29.1781	2.8	20.1	0.3	44.6484	0.4	32.9	0.3	95.3950	0.4	5797	11	3420.5380	1.3	< 3.0	(0.0)	0.3906	3.0	14.7	0.6	21.3358	0.9	1.4	0.5	2.7243	0.6	4.8	0.3	12.6550	0.5	5.5	0.3	20.4472	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.1	(0.1)	0.6445	0.1	< 0.5	(0.0)	0.0000	0.5	1.4	0.1	9.9209	0.2	0.3	0.1	4.1109	0.2	1.3	0.1	18.3088	0.2	1.9	0.1	33.8346	0.3	102.5	0.7	228.2511	0.5	5.3	0.3	14.0111	0.7	1.6	0.2	7.0970	0.7					0.7	0.1	2.6218	0.5	< 0.4	(0.4)	1.0609	0.4	0.5	0.1	3.1461	0.4	3.1	0.1	35.8753	0.8	2.6	0.3	6.6458	0.7	4.6	0.2	17.9743	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	0.0000	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	10.6455	1.5	< 2.0	(0.0)	15.4623	2.0	< 2.0	(0.0)	4.3160	2.0	< 1.6	(0.0)	23.1423	1.6	< 1.2	(0.0)	1.6405	1.2																	2.9	0.3	6.5521	0.6	< 0.7	(0.0)	5.0190	0.7	< 0.5	(0.5)	1.3182	0.5	3.0	0.3	9.7452	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.N.2.60-100.04	TQ Powders	7/24/2018 10:55:51 AM	8.7033	< 0.0020	(0.0)	3.5638	0.0020	7.511	0.022	519.5218	0.0066	28.13	0.03	3570.8077	0.00001	0.01220	0.00067	3.4800	0.0015	0.00889	0.00036	3.5576	0.00043	0.00456	0.00025	4.7207	0.00052	0.01209	0.00019	31.7518	0.00017	0.00182	0.00008	8.6062	0.00013					1619	3	1586.1755	0.1	< 1.0	(0.0)	0.0000	1.0	14.4	0.2	37.5214	0.3	20.0	0.3	67.3805	0.3	2535	6	1738.6080	1.4	< 3.0	(0.0)	0.2015	3.0	12.6	0.5	21.5280	0.8	< 0.5	(0.0)	0.0000	0.5	3.5	0.2	11.0710	0.4	3.8	0.2	17.1246	0.4	< 0.1	(0.1)	0.2494	0.1	0.8	0.1	4.9695	0.2	< 0.5	(0.0)	0.0000	0.5	2.0	0.1	16.9327	0.2	0.2	0.1	3.1083	0.2	1.0	0.1	16.0789	0.2	1.4	0.1	30.5172	0.3	89.0	0.6	223.9864	0.5	3.8	0.2	11.8091	0.6	0.9	0.1	5.6027	0.6					0.5	0.1	2.2338	0.4	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	3.1274	0.4	1.8	0.1	33.8576	0.7	2.5	0.2	6.8464	0.6	4.0	0.2	17.3514	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	0.0000	0.7	< 1.0	(0.0)	7.7761	1.0	< 1.5	(0.0)	12.3887	1.5	< 2.0	(0.0)	10.2877	2.0	< 2.0	(0.0)	3.4153	2.0	< 1.6	(0.0)	25.5477	1.6	< 1.0	(0.3)	3.5017	1.0																	3.0	0.3	6.7539	0.6	< 0.7	(0.0)	0.0000	0.7	0.6	0.2	1.8899	0.4	2.5	0.2	9.6416	0.3	< 0.5	(0.0)	0.0000	0.5									
JP.N.3.20-40.04	TQ Powders	7/24/2018 10:42:02 AM	9.0547	< 0.0020	(0.0)	3.2473	0.0020	6.956	0.022	444.8286	0.0071	28.91	0.04	3422.3708	0.00001	0.01637	0.00078	3.9631	0.0016	0.01358	0.00042	4.9299	0.00043	0.00629	0.00027	5.5558	0.00052	0.01376	0.00021	32.9672	0.00018	0.00216	0.00009	9.5829	0.00014					1581	3	1411.1201	0.1	14.1	1.2	19.6108	2.3	13.5	0.3	32.1102	0.3	26.3	0.3	80.6826	0.4	4087	9	2506.4406	1.4	< 3.0	(0.0)	0.4545	3.0	14.0	0.5	21.2573	0.8	< 0.6	(0.5)	1.0605	0.5	5.0	0.3	13.9474	0.4	4.3	0.2	17.4888	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	1.2	0.1	8.9385	0.2	0.3	0.1	3.9863	0.2	0.9	0.1	13.3699	0.2	1.5	0.1	29.0406	0.3	98.2	0.7	223.7196	0.5	3.5	0.2	10.6192	0.6	1.4	0.1	6.7729	0.6					0.8	0.1	2.8549	0.4	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.2)	2.3532	0.5	1.6	0.1	33.3149	0.7	2.7	0.2	7.0237	0.6	4.1	0.2	17.1532	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	8.8871	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	18.0132	1.5	< 2.0	(0.0)	15.3017	2.0	< 2.0	(0.0)	4.0432	2.0	< 1.6	(0.0)	21.6455	1.6	< 1.2	(0.0)	1.7801	1.2																	3.2	0.3	6.9974	0.6	< 0.7	(0.0)	3.2194	0.7	< 0.2	(0.2)	0.5587	0.2	2.8	0.2	9.1563	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.N.4.20-40.04	TQ Powders	7/24/2018 10:28:14 AM	8.5449	< 0.0020	(0.0)	3.6119	0.0020	8.606	0.025	498.3597	0.0079	32.52	0.04	3580.3058	0.00001	0.01809	0.00081	4.4550	0.0017	0.01560	0.00046	5.5470	0.00047	0.00581	0.00031	5.2079	0.00060	0.01532	0.00022	35.9924	0.00019	0.00246	0.00009	10.4996	0.00015					1875	4	1633.0739	0.1	12.5	1.4	16.3597	2.6	17.3	0.3	40.0093	0.4	29.4	0.3	87.9359	0.4	3825	9	2324.8861	1.6	< 3.0	(0.0)	0.2536	3.0	13.0	0.5	19.8277	0.9	< 0.5	(0.5)	0.8778	0.5	4.2	0.3	11.7133	0.5	5.1	0.3	20.0715	0.5	< 0.5	(0.0)	0.0000	0.5	0.7	0.1	3.8134	0.2	< 0.5	(0.0)	0.0000	0.5	1.1	0.1	8.2900	0.2	0.2	0.1	3.1697	0.2	0.9	0.1	13.4103	0.2	1.9	0.1	34.4766	0.3	112.8	0.7	258.1702	0.5	5.1	0.2	13.9101	0.7	2.2	0.2	8.7866	0.7					0.6	0.1	2.2879	0.5	0.5	0.2	1.2778	0.4	0.5	0.1	3.3224	0.5	2.5	0.1	34.7691	0.8	2.7	0.3	6.9855	0.7	4.1	0.2	16.7943	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.2677	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	5.9754	0.7	< 1.0	(0.0)	7.4723	1.0	< 1.5	(0.0)	0.0000	1.5	< 2.0	(0.0)	0.0000	2.0	< 2.0	(0.0)	4.2328	2.0	< 1.6	(0.0)	23.6216	1.6	< 1.1	(0.0)	3.2087	1.1																	2.4	0.3	5.6470	0.6	< 0.7	(0.0)	0.5169	0.7	< 0.1	(0.1)	0.3023	0.1	0.5	0.3	1.8238	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.N.2.20-40.04	TQ Powders	7/24/2018 10:14:24 AM	8.5424	< 0.0020	(0.0)	3.6748	0.0020	7.976	0.024	455.2923	0.0079	31.61	0.04	3429.1734	0.00001	0.01505	0.00073	4.0210	0.0017	0.01526	0.00045	5.4952	0.00047	0.00493	0.00028	4.6298	0.00059	0.01424	0.00021	33.2732	0.00019	0.00282	0.00010	11.4679	0.00014					1569	3	1356.4018	0.1	< 1.0	(0.0)	0.0000	1.0	12.7	0.2	29.7953	0.3	16.8	0.3	49.9987	0.4	2365	7	1429.2622	1.6	< 3.0	(0.0)	0.9281	3.0	14.2	0.5	21.4340	0.8	< 0.6	(0.6)	1.1118	0.6	4.7	0.3	13.0228	0.4	4.5	0.2	18.1179	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.2	(0.2)	1.0828	0.2	1.0	0.1	7.6861	0.2	0.2	0.1	3.4515	0.2	1.2	0.1	17.7312	0.2	2.5	0.1	43.1967	0.3	116.0	0.7	267.9340	0.5	3.8	0.2	11.3768	0.7	1.5	0.2	7.1456	0.7					1.0	0.1	3.4143	0.4	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	3.2679	0.5	3.9	0.1	37.5325	0.8	3.0	0.2	7.7552	0.6	3.8	0.2	15.9739	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	5.4384	0.7	< 1.0	(0.0)	7.7187	1.0	< 1.5	(0.0)	0.0000	1.5	< 2.0	(0.0)	9.2551	2.0	< 2.0	(0.0)	4.1766	2.0	< 1.6	(0.0)	23.2226	1.6	< 1.2	(0.0)	2.9294	1.2																	3.8	0.3	8.7109	0.6	< 0.7	(0.0)	5.3464	0.7	0.8	0.2	2.3977	0.5	3.4	0.2	11.3986	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.N.1.40-60.04	TQ Powders	7/24/2018 10:00:36 AM	8.7077	< 0.0020	(0.0)	3.8536	0.0020	8.894	0.023	609.2467	0.0054	24.89	0.03	2973.4697	0.00001	0.01393	0.00065	4.0240	0.0015	0.01171	0.00040	4.5321	0.00044	0.00459	0.00026	4.6560	0.00053	0.01430	0.00020	36.3821	0.00018	0.00224	0.00008	10.8267	0.00013					1835	4	1742.6324	0.1	18.1	1.3	25.8438	2.4	15.0	0.3	38.0352	0.3	22.2	0.3	72.4952	0.3	5073	10	3361.9435	1.1	12.2	3.1	2.7085	9.0	14.2	0.5	22.9738	0.8	2.2	0.4	4.5694	0.6	6.5	0.3	19.4371	0.4	6.2	0.2	25.5069	0.4	< 0.5	(0.0)	0.0000	0.5	0.5	0.1	2.8742	0.2	< 0.5	(0.0)	0.2143	0.5	1.8	0.1	14.7410	0.2	0.3	0.1	5.3294	0.2	1.0	0.1	15.2476	0.2	2.7	0.1	47.8376	0.3	113.8	0.7	275.1344	0.4	5.3	0.2	15.1344	0.6	1.5	0.2	7.2775	0.6					1.0	0.1	3.5965	0.4	0.5	0.2	1.6172	0.5	0.5	0.1	3.2707	0.5	3.0	0.1	36.1342	0.7	2.8	0.2	7.4586	0.6	4.3	0.2	17.8982	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	4.7551	0.7	< 1.0	(0.0)	9.9810	1.0	< 1.5	(0.0)	0.0000	1.5	< 2.0	(0.0)	0.0000	2.0	< 1.7	(0.8)	4.6571	1.7	< 1.6	(0.0)	21.5026	1.6	0.9	0.1	4.1992	0.8																	4.1	0.3	9.2752	0.6	< 0.7	(0.0)	4.9104	0.7	0.6	0.2	1.9096	0.4	2.7	0.2	9.7721	0.4	< 0.5	(0.0)	0.0000	0.5									
JP.N.4.60-100.04	TQ Powders	7/24/2018 9:46:48 AM	8.5692	< 0.0020	(0.0)	4.0130	0.0020	13.11	0.04	575.8916	0.010	36.03	0.05	3255.5336	0.00001	0.01114	0.00051	4.2830	0.0018	0.01207	0.00044	4.1620	0.00053	0.00702	0.00031	5.7821	0.00065	0.02249	0.00027	50.4666	0.00021	0.00238	0.00010	9.9091	0.00017					2241	4	1881.2765	0.1	9.8	1.5	13.0821	3.0	15.9	0.3	36.8727	0.4	28.8	0.3	83.1378	0.4	4533	10	2542.0225	1.8	< 3.0	(0.0)	0.0000	3.0	14.6	0.6	20.5398	1.0	< 1.0	(0.9)	1.6553	1.0	7.2	0.3	18.7179	0.5	6.7	0.3	24.8201	0.5	0.7	0.3	1.8414	0.5	1.6	0.2	8.4725	0.3	< 0.5	(0.0)	0.0784	0.5	2.5	0.1	18.4730	0.2	0.4	0.1	5.4067	0.2	1.4	0.1	19.2762	0.2	4.4	0.2	65.6058	0.3	192.6	0.9	428.0914	0.4	6.3	0.3	15.9451	0.8	1.8	0.2	7.5497	0.8					< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	3.4	0.1	36.4862	0.8	2.5	0.3	6.5325	0.7	4.3	0.2	17.3055	0.7	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	1.0663	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	8.4812	0.7	< 1.0	(0.0)	10.3073	1.0	< 1.5	(0.0)	15.0382	1.5	< 2.0	(0.0)	14.6827	2.0	< 2.0	(0.0)	4.0257	2.0	< 1.6	(0.0)	22.1167	1.6	< 1.2	(0.0)	2.1059	1.2																	2.9	0.3	6.6017	0.7	< 0.7	(0.0)	0.0000	0.7	< 0.3	(0.3)	0.9599	0.3	2.3	0.3	6.9249	0.5	< 0.5	(0.0)	0.0000	0.5									
JP.N.4.60-100.04	TQ Powders	7/24/2018 9:32:59 AM	8.7722	< 0.0020	(0.0)	3.8184	0.0020	9.216	0.025	573.8772	0.0069	28.74	0.04	3264.3907	0.00001	0.01014	0.00043	4.6869	0.0016	0.01108	0.00040	4.0635	0.00047	0.00655	0.00028	5.8470	0.00055	0.02261	0.00026	53.9759	0.00019	0.00236	0.00009	10.4488	0.00015					2093	4	1874.9234	0.1	10.6	1.4	14.3295	2.7	14.5	0.3	36.6339	0.3	26.0	0.3	79.9379	0.4	4140	9	2543.0826	1.4	< 3.0	(0.0)	0.9559	3.0	14.8	0.5	22.3725	0.8	1.0	0.4	1.9408	0.6	5.1	0.3	14.1941	0.4	6.0	0.3	23.4540	0.5	< 0.5	(0.0)	0.0000	0.5	0.4	0.1	2.5491	0.2	< 0.5	(0.0)	0.0000	0.5	2.1	0.1	16.5115	0.2	0.6	0.1	8.6516	0.2	1.4	0.1	20.3448	0.2	3.0	0.1	49.5730	0.3	221.6	1.0	509.2491	0.3	6.0	0.2	16.1773	0.7	1.4	0.2	6.9006	0.8					0.5	0.1	1.8962	0.4	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.2)	2.1962	0.5	2.0	0.1	33.9627	0.8	2.2	0.2	5.9045	0.6	3.4	0.2	15.0612	0.6	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.5	(0.0)	0.0000	0.5	< 0.7	(0.0)	5.7245	0.7	< 1.0	(0.0)	0.0000	1.0	< 1.5	(0.0)	10.7529	1.5	< 2.0	(0.0)	0.0000	2.0	< 1.8	(1.0)	5.2914	1.8	< 1.6	(0.0)	24.5644	1.6	0.6	0.1	3.7947	0.5																	3.6	0.3	7.9950	0.6	< 0.7	(0.0)	4.5286	0.7	0.6	0.2	1.9215	0.5	3.0	0.2	9.9358	0.4	< 0.5	(0.0)	0.0000	0.5									
