"","run.date","ID","Wt.mg","N.mg","C.mg","N","C","site","LU","stand","position","year","rep","inc_from","inc_to","depth","line","Nadj","CNevalday"
"523","Eu.E2.2.20-40.16_9_7_2018 2_06_58 PM_52","Eu.E2.2.20-40.16",21.463,0.011,0.171,0.051,0.798,"Eu","E","Eu.E2",NA,"16",2,20,40,30,51,0.051,"9-7"
"533","Eu.E2.1.20-40.16_9_7_2018 2_12_01 PM_53","Eu.E2.1.20-40.16",21.421,0.012,0.229,0.055,1.069,"Eu","E","Eu.E2",NA,"16",1,20,40,30,52,0.055,"9-7"
"543","TM.A.4.0-10.16_9_7_2018 2_17_03 PM_54","TM.A.4.0-10.16",19.097,0.008,0.133,0.043,0.698,"TM","A","TM.A",NA,"16",4,0,10,5,53,0.043,"9-7"
"553","TM.A.1.0-10.16_9_7_2018 2_22_05 PM_55","TM.A.1.0-10.16",21.077,0.011,0.221,0.051,1.047,"TM","A","TM.A",NA,"16",1,0,10,5,54,0.051,"9-7"
"563","TM.N.1.40-60.16_2_9_7_2018 2_27_07 PM_56","TM.N.1.40-60.16",18.992,0.007,0.119,0.036,0.625,"TM","N","TM.N",NA,"16",1,40,60,50,55,0.036,"9-7"
"593","TM.A.1.40-60.16_9_7_2018 4_03_08 PM_75","TM.A.1.40-60.16",21.008,0.006,0.081,0.029,0.385,"TM","A","TM.A",NA,"16",1,40,60,50,58,0.029,"9-7"
"603","TM.E.3.10-20.16_9_7_2018 4_08_10 PM_76","TM.E.3.10-20.16",20.67,0.01,0.194,0.049,0.94,"TM","E","TM.E",NA,"16",3,10,20,15,59,0.049,"9-7"
"616","TM.E.2.10-20.16_9_7_2018 4_13_13 PM_77","TM.E.2.10-20.16",18.982,0.011,0.227,0.056,1.198,"TM","E","TM.E",NA,"16",2,10,20,15,60,0.056,"9-7"
"622","TM.E.1.10-20.16_9_7_2018 4_18_15 PM_78","TM.E.1.10-20.16",19.33,0.008,0.153,0.043,0.793,"TM","E","TM.E",NA,"16",1,10,20,15,61,0.043,"9-7"
"632","TM.A.3.20-40.16_9_7_2018 4_23_16 PM_79","TM.A.3.20-40.16",20.93,0.007,0.097,0.034,0.462,"TM","A","TM.A",NA,"16",3,20,40,30,62,0.034,"9-7"
"642","TM.A.2.20-40.16_9_7_2018 4_28_19 PM_80","TM.A.2.20-40.16",21.405,0.008,0.12,0.038,0.561,"TM","A","TM.A",NA,"16",2,20,40,30,63,0.038,"9-7"
"652","TM.A.1.20-40.16_9_7_2018 4_33_21 PM_81","TM.A.1.20-40.16",18.689,0.006,0.085,0.034,0.456,"TM","A","TM.A",NA,"16",1,20,40,30,64,0.034,"9-7"
"662","TM.A.2.60-100.16_9_7_2018 4_38_23 PM_82","TM.A.2.60-100.16",20.949,0.006,0.06,0.026,0.286,"TM","A","TM.A",NA,"16",2,60,100,80,65,0.026,"9-7"
"672","TM.A.1.60-100.16_9_7_2018 4_43_25 PM_83","TM.A.1.60-100.16",20.399,0.006,0.082,0.031,0.404,"TM","A","TM.A",NA,"16",1,60,100,80,66,0.031,"9-7"
"682","TM.N.4.60-100.16_9_7_2018 4_48_27 PM_84","TM.N.4.60-100.16",20.286,0.006,0.072,0.031,0.356,"TM","N","TM.N",NA,"16",4,60,100,80,67,0.031,"9-7"
"692","TM.N.3.60-100.16_9_7_2018 4_53_29 PM_85","TM.N.3.60-100.16",19.996,0.005,0.06,0.027,0.298,"TM","N","TM.N",NA,"16",3,60,100,80,68,0.027,"9-7"
"702","TM.N.4.0-10.16_9_7_2018 4_58_32 PM_86","TM.N.4.0-10.16",19.449,0.011,0.181,0.058,0.933,"TM","N","TM.N",NA,"16",4,0,10,5,69,0.058,"9-7"
"715","TM.N.3.0-10.16_9_7_2018 5_03_34 PM_87","TM.N.3.0-10.16",20.849,0.011,0.179,0.053,0.856,"TM","N","TM.N",NA,"16",3,0,10,5,70,0.053,"9-7"
"73","JP.A.E.4.0-10.16_9_7_2018 5_13_52 PM_89","JP.A.E.4.0-10.16",19.553,0.01,0.229,0.053,1.172,"JP","A","JP.A","E","16",4,0,10,5,72,0.053,"9-7"
"74","JP.A.E.3.0-10.16_9_7_2018 5_18_54 PM_90","JP.A.E.3.0-10.16",18.976,0.009,0.175,0.047,0.92,"JP","A","JP.A","E","16",3,0,10,5,73,0.047,"9-7"
"75","JP.A.L.1.0-10.16_9_7_2018 5_23_57 PM_91","JP.A.L.1.0-10.16",20.412,0.01,0.194,0.048,0.95,"JP","A","JP.A","L","16",1,0,10,5,74,0.048,"9-7"
"76","JP.A.L.2.0-10.16_9_7_2018 5_28_59 PM_92","JP.A.L.2.0-10.16",18.214,0.007,0.097,0.037,0.534,"JP","A","JP.A","L","16",2,0,10,5,75,0.037,"9-7"
"320","Eu.E1.4.0-10.04_9_11_2018 9_49_26 AM_2","Eu.E1.4.0-10.04",19.102,0.032,0.731,0.166,3.829,"Eu","E","Eu.E1",NA,"04",4,0,10,5,1,0.166,"9-11"
"716","TM.N.3.0-10.16_9_11_2018 10_09_32 AM_6","TM.N.3.0-10.16",20.818,0.014,0.181,0.068,0.871,"TM","N","TM.N",NA,"16",3,0,10,5,5,0.068,"9-11"
"815","TM.E.1.0-10.16_9_11_2018 10_14_33 AM_7","TM.E.1.0-10.16",18.928,0.01,0.156,0.053,0.822,"TM","E","TM.E",NA,"16",1,0,10,5,6,0.053,"9-11"
"910","TM.E.2.0-10.16_9_11_2018 10_19_34 AM_8","TM.E.2.0-10.16",19.426,0.01,0.17,0.051,0.874,"TM","E","TM.E",NA,"16",2,0,10,5,7,0.051,"9-11"
"106","TM.E.3.0-10.16_9_11_2018 10_24_36 AM_9","TM.E.3.0-10.16",21.018,0.011,0.188,0.052,0.896,"TM","E","TM.E",NA,"16",3,0,10,5,8,0.052,"9-11"
"116","TM.E.4.0-10.16_9_11_2018 10_29_37 AM_10","TM.E.4.0-10.16",21.085,0.011,0.186,0.052,0.884,"TM","E","TM.E",NA,"16",4,0,10,5,9,0.052,"9-11"
"126","TM.E.1.20-40.16_9_11_2018 10_34_38 AM_11","TM.E.1.20-40.16",19.112,0.008,0.12,0.043,0.626,"TM","E","TM.E",NA,"16",1,20,40,30,10,0.043,"9-11"
"136","TM.N.3.10-20.16_9_11_2018 10_39_40 AM_12","TM.N.3.10-20.16",18.786,0.011,0.146,0.057,0.779,"TM","N","TM.N",NA,"16",3,10,20,15,11,0.057,"9-11"
"146","TM.N.4.10-20.16_9_11_2018 10_44_41 AM_13","TM.N.4.10-20.16",21.09,0.013,0.17,0.061,0.808,"TM","N","TM.N",NA,"16",4,10,20,15,12,0.061,"9-11"
"156","TM.N.4.20-40.16_9_11_2018 10_49_42 AM_14","TM.N.4.20-40.16",20.022,0.01,0.125,0.049,0.624,"TM","N","TM.N",NA,"16",4,20,40,30,13,0.049,"9-11"
"166","TM.N.1.20-40.16_9_11_2018 10_56_31 AM_15","TM.N.1.20-40.16",19.484,0.01,0.137,0.05,0.703,"TM","N","TM.N",NA,"16",1,20,40,30,14,0.05,"9-11"
"176","TM.N.2.20-40.16_9_11_2018 11_01_32 AM_16","TM.N.2.20-40.16",19.606,0.01,0.132,0.05,0.671,"TM","N","TM.N",NA,"16",2,20,40,30,15,0.05,"9-11"
"196","Cr.A1.3.60-100.16_9_11_2018 11_11_38 AM_18","Cr.A1.3.60-100.16",18.794,0.012,0.193,0.063,1.025,"Cr","A","Cr.A1",NA,"16",3,60,100,80,17,0.063,"9-11"
"206","Cr.A1.4.60-100.16_9_11_2018 11_16_40 AM_19","Cr.A1.4.60-100.16",18.882,0.014,0.248,0.075,1.313,"Cr","A","Cr.A1",NA,"16",4,60,100,80,18,0.075,"9-11"
"2110","Cr.A1.1.60-100.16_9_11_2018 11_21_41 AM_20","Cr.A1.1.60-100.16",18.359,0.011,0.181,0.061,0.986,"Cr","A","Cr.A1",NA,"16",1,60,100,80,19,0.061,"9-11"
"226","Cr.E.3.0-10.16_9_11_2018 11_26_43 AM_21","Cr.E.3.0-10.16",18.589,0.026,0.479,0.139,2.578,"Cr","E","Cr.E",NA,"16",3,0,10,5,20,0.139,"9-11"
"236","Cr.N.4.40-60.16_9_11_2018 11_31_45 AM_22","Cr.N.4.40-60.16",18.5,0.016,0.241,0.086,1.303,"Cr","N","Cr.N",NA,"16",4,40,60,50,21,0.086,"9-11"
"246","Cr.A1.2.40-60.16_9_11_2018 11_36_47 AM_23","Cr.A1.2.40-60.16",18.542,0.015,0.23,0.08,1.239,"Cr","A","Cr.A1",NA,"16",2,40,60,50,22,0.08,"9-11"
"256","Cr.A1.2.40-60.16_9_11_2018 11_41_48 AM_24","Cr.A1.2.40-60.16",19.031,0.015,0.237,0.081,1.244,"Cr","A","Cr.A1",NA,"16",2,40,60,50,23,0.081,"9-11"
"266","Cr.A2.4.60-100.16_9_11_2018 11_46_50 AM_25","Cr.A2.4.60-100.16",18.604,0.011,0.17,0.059,0.912,"Cr","A","Cr.A2",NA,"16",4,60,100,80,24,0.059,"9-11"
"276","Cr.A2.3.60-100.16_9_11_2018 11_51_52 AM_26","Cr.A2.3.60-100.16",18.884,0.012,0.194,0.065,1.027,"Cr","A","Cr.A2",NA,"16",3,60,100,80,25,0.065,"9-11"
"286","Cr.A2.4.40-60.16_9_11_2018 11_56_54 AM_27","Cr.A2.4.40-60.16",20.099,0.016,0.237,0.078,1.181,"Cr","A","Cr.A2",NA,"16",4,40,60,50,26,0.078,"9-11"
"296","Cr.A1.1.10-20.16_9_11_2018 12_01_56 PM_28","Cr.A1.1.10-20.16",21.521,0.022,0.354,0.102,1.644,"Cr","A","Cr.A1",NA,"16",1,10,20,15,27,0.102,"9-11"
"3110","Cr.E.4.10-20.16_9_11_2018 12_12_05 PM_30","Cr.E.4.10-20.16",19.545,0.019,0.346,0.098,1.771,"Cr","E","Cr.E",NA,"16",4,10,20,15,29,0.098,"9-11"
"326","Cr.E.4.0-10.16_9_11_2018 12_17_08 PM_31","Cr.E.4.0-10.16",20.789,0.028,0.548,0.137,2.638,"Cr","E","Cr.E",NA,"16",4,0,10,5,30,0.137,"9-11"
"336","Cr.E.3.60-100.16_9_11_2018 12_22_10 PM_32","Cr.E.3.60-100.16",17.702,0.01,0.204,0.056,1.155,"Cr","E","Cr.E",NA,"16",3,60,100,80,31,0.056,"9-11"
"346","Eu.E2.1.60-100.04_9_11_2018 12_27_14 PM_33","Eu.E2.1.60-100.04",21.401,0.006,0.131,0.029,0.612,"Eu","E","Eu.E2",NA,"04",1,60,100,80,32,0.029,"9-11"
"356","Eu.E2.2.60-100.04_9_11_2018 12_32_15 PM_34","Eu.E2.2.60-100.04",17.717,0.004,0.059,0.023,0.335,"Eu","E","Eu.E2",NA,"04",2,60,100,80,33,0.023,"9-11"
"366","Eu.E2.3.60-100.04_9_11_2018 12_37_17 PM_35","Eu.E2.3.60-100.04",19.285,0.009,0.218,0.045,1.128,"Eu","E","Eu.E2",NA,"04",3,60,100,80,34,0.045,"9-11"
"376","Cr.E.4.40-60.16_9_11_2018 12_42_19 PM_36","Cr.E.4.40-60.16",19.215,0.012,0.226,0.063,1.174,"Cr","E","Cr.E",NA,"16",4,40,60,50,35,0.063,"9-11"
"386","Cr.A1.3.0-10.16_9_11_2018 12_47_21 PM_37","Cr.A1.3.0-10.16",19.569,0.026,0.47,0.133,2.4,"Cr","A","Cr.A1",NA,"16",3,0,10,5,36,0.133,"9-11"
"396","Eu.E2.1.40-60.04_9_11_2018 12_52_24 PM_38","Eu.E2.1.40-60.04",19.958,0.007,0.124,0.034,0.623,"Eu","E","Eu.E2",NA,"04",1,40,60,50,37,0.034,"9-11"
"406","Eu.E2.2.40-60.04_9_11_2018 12_57_26 PM_39","Eu.E2.2.40-60.04",19.071,0.007,0.105,0.038,0.553,"Eu","E","Eu.E2",NA,"04",2,40,60,50,38,0.038,"9-11"
"4110","Eu.E2.3.40-60.04_9_11_2018 1_02_28 PM_40","Eu.E2.3.40-60.04",21.665,0.007,0.126,0.032,0.58,"Eu","E","Eu.E2",NA,"04",3,40,60,50,39,0.032,"9-11"
"426","Eu.E2.4.40-60.04_9_11_2018 1_07_30 PM_41","Eu.E2.4.40-60.04",17.168,0.007,0.141,0.044,0.82,"Eu","E","Eu.E2",NA,"04",4,40,60,50,40,0.044,"9-11"
"445","JP.A.L.1.60-100.16_9_11_2018 1_17_41 PM_43","JP.A.L.1.60-100.16",19.656,NA,0.026,NA,0.131,"JP","A","JP.A","L","16",1,60,100,80,42,NA,"9-11"
"455","JP.A.E.1.60-100.16_9_11_2018 1_22_44 PM_44","JP.A.E.1.60-100.16",18.714,NA,0.017,NA,0.092,"JP","A","JP.A","E","16",1,60,100,80,43,NA,"9-11"
"465","Cr.A2.4.0-10.16_9_11_2018 1_27_45 PM_45","Cr.A2.4.0-10.16",14.582,0.021,0.363,0.146,2.488,"Cr","A","Cr.A2",NA,"16",4,0,10,5,44,0.146,"9-11"
"475","Cr.A2.1.10-20.16_9_11_2018 1_32_47 PM_46","Cr.A2.1.10-20.16",16.177,0.015,0.272,0.096,1.683,"Cr","A","Cr.A2",NA,"16",1,10,20,15,45,0.096,"9-11"
"485","Cr.A2.3.20-40.16_9_11_2018 1_37_49 PM_47","Cr.A2.3.20-40.16",17.302,0.014,0.251,0.084,1.453,"Cr","A","Cr.A2",NA,"16",3,20,40,30,46,0.084,"9-11"
"495","Cr.A2.4.20-40.16_9_11_2018 1_42_51 PM_48","Cr.A2.4.20-40.16",18.95,0.016,0.27,0.085,1.423,"Cr","A","Cr.A2",NA,"16",4,20,40,30,47,0.085,"9-11"
"505","Cr.A2.1.40-60.16_9_11_2018 1_47_54 PM_49","Cr.A2.1.40-60.16",19.781,0.013,0.235,0.064,1.187,"Cr","A","Cr.A2",NA,"16",1,40,60,50,48,0.064,"9-11"
"519","Cr.A2.2.40-60.16_9_11_2018 1_52_55 PM_50","Cr.A2.2.40-60.16",16.005,0.011,0.195,0.068,1.218,"Cr","A","Cr.A2",NA,"16",2,40,60,50,49,0.068,"9-11"
"524","Cr.A2.3.40-60.16_9_11_2018 1_57_57 PM_51","Cr.A2.3.40-60.16",17.129,0.013,0.235,0.076,1.37,"Cr","A","Cr.A2",NA,"16",3,40,60,50,50,0.076,"9-11"
"534","Cr.E.1.10-20.16_9_11_2018 2_03_00 PM_52","Cr.E.1.10-20.16",17.042,0.017,0.293,0.1,1.718,"Cr","E","Cr.E",NA,"16",1,10,20,15,51,0.1,"9-11"
"544","Cr.E.2.10-20.16_9_11_2018 2_08_02 PM_53","Cr.E.2.10-20.16",18.679,0.019,0.324,0.102,1.734,"Cr","E","Cr.E",NA,"16",2,10,20,15,52,0.102,"9-11"
"554","Cr.E.1.60-100.16_9_11_2018 2_13_03 PM_54","Cr.E.1.60-100.16",19.037,0.01,0.192,0.054,1.009,"Cr","E","Cr.E",NA,"16",1,60,100,80,53,0.054,"9-11"
"574","Cr.E.4.60-100.16_9_11_2018 2_23_16 PM_56","Cr.E.4.60-100.16",18.834,0.008,0.196,0.044,1.041,"Cr","E","Cr.E",NA,"16",4,60,100,80,55,0.044,"9-11"
"584","Cr.E.1.0-10.16_9_11_2018 2_28_18 PM_57","Cr.E.1.0-10.16",19.349,0.023,0.452,0.118,2.337,"Cr","E","Cr.E",NA,"16",1,0,10,5,56,0.118,"9-11"
"594","Eu.E2.3.60-100.04_9_11_2018 2_33_21 PM_58","Eu.E2.3.60-100.04",19.293,0.008,0.218,0.041,1.132,"Eu","E","Eu.E2",NA,"04",3,60,100,80,57,0.041,"9-11"
"604","Eu.E2.4.60-100.04_9_11_2018 2_38_23 PM_59","Eu.E2.4.60-100.04",18.829,0.004,0.081,0.02,0.429,"Eu","E","Eu.E2",NA,"04",4,60,100,80,58,0.02,"9-11"
"618","Cr.E.1.40-60.16_9_11_2018 2_43_25 PM_60","Cr.E.1.40-60.16",21.097,0.014,0.264,0.066,1.249,"Cr","E","Cr.E",NA,"16",1,40,60,50,59,0.066,"9-11"
"623","Cr.E.2.60-100.16_9_11_2018 2_48_27 PM_61","Cr.E.2.60-100.16",18.139,0.01,0.211,0.056,1.165,"Cr","E","Cr.E",NA,"16",2,60,100,80,60,0.056,"9-11"
"633","Cr.E.3.10-20.16_9_11_2018 2_53_29 PM_62","Cr.E.3.10-20.16",16.855,0.015,0.336,0.091,1.993,"Cr","E","Cr.E",NA,"16",3,10,20,15,61,0.091,"9-11"
"643","Cr.E.2.40-60.16_9_11_2018 2_58_31 PM_63","Cr.E.2.40-60.16",18.456,0.012,0.232,0.063,1.259,"Cr","E","Cr.E",NA,"16",2,40,60,50,62,0.063,"9-11"
"653","Cr.E.3.40-60.16_9_11_2018 3_03_33 PM_64","Cr.E.3.40-60.16",18.797,0.01,0.232,0.055,1.233,"Cr","E","Cr.E",NA,"16",3,40,60,50,63,0.055,"9-11"
"663","Cr.E.2.0-10.16_9_11_2018 3_08_36 PM_65","Cr.E.2.0-10.16",17.963,0.019,0.373,0.105,2.077,"Cr","E","Cr.E",NA,"16",2,0,10,5,64,0.105,"9-11"
"673","Cr.E.3.20-40.16_9_11_2018 3_13_38 PM_66","Cr.E.3.20-40.16",20.014,0.014,0.312,0.069,1.56,"Cr","E","Cr.E",NA,"16",3,20,40,30,65,0.069,"9-11"
"683","Cr.E.4.20-40.16_9_11_2018 3_18_39 PM_67","Cr.E.4.20-40.16",19.818,0.014,0.284,0.068,1.433,"Cr","E","Cr.E",NA,"16",4,20,40,30,66,0.068,"9-11"
"703","TM.N.4.20-40.16 _9_11_2018 3_28_56 PM_69","TM.N.4.20-40.16",22.035,0.008,0.136,0.038,0.615,"TM","N","TM.N",NA,"16",4,20,40,30,68,0.038,"9-11"
"717","Cr.A1.4.10-20.16_9_11_2018 3_33_57 PM_70","Cr.A1.4.10-20.16",17.266,0.015,0.311,0.085,1.799,"Cr","A","Cr.A1",NA,"16",4,10,20,15,69,0.085,"9-11"
"721","Cr.A1.3.10-20.16_9_11_2018 3_39_00 PM_71","Cr.A1.3.10-20.16",18.625,0.015,0.31,0.08,1.665,"Cr","A","Cr.A1",NA,"16",3,10,20,15,70,0.08,"9-11"
"731","Cr.A1.3.10-20.16_2_9_11_2018 3_44_03 PM_72","Cr.A1.3.10-20.16",20.404,0.015,0.345,0.075,1.693,"Cr","A","Cr.A1",NA,"16",3,10,20,15,71,0.075,"9-11"
"741","Cr.A1.2.20-40.16_9_11_2018 3_49_05 PM_73","Cr.A1.2.20-40.16",19.254,0.014,0.263,0.074,1.367,"Cr","A","Cr.A1",NA,"16",2,20,40,30,72,0.074,"9-11"
"751","Cr.A1.3.20-40.16_9_11_2018 3_54_08 PM_74","Cr.A1.3.20-40.16",18.758,0.013,0.266,0.072,1.42,"Cr","A","Cr.A1",NA,"16",3,20,40,30,73,0.072,"9-11"
"761","Cr.A1.4.20-40.16_9_11_2018 3_59_09 PM_75","Cr.A1.4.20-40.16",19.926,0.015,0.31,0.074,1.554,"Cr","A","Cr.A1",NA,"16",4,20,40,30,74,0.074,"9-11"
"77","Cr.A1.1.0-10.16_9_11_2018 4_04_12 PM_76","Cr.A1.1.0-10.16",18.866,0.02,0.404,0.108,2.141,"Cr","A","Cr.A1",NA,"16",1,0,10,5,75,0.108,"9-11"
"78","Cr.A1.2.0-10.16_9_11_2018 4_09_15 PM_77","Cr.A1.2.0-10.16",19.075,0.022,0.448,0.114,2.348,"Cr","A","Cr.A1",NA,"16",2,0,10,5,76,0.114,"9-11"
"79","Cr.A1.4.0-10.16_9_11_2018 4_14_17 PM_78","Cr.A1.4.0-10.16",17.538,0.021,0.453,0.118,2.585,"Cr","A","Cr.A1",NA,"16",4,0,10,5,77,0.118,"9-11"
"80","Cr.A1.1.20-40.16_9_11_2018 4_19_20 PM_79","Cr.A1.1.20-40.16",20.128,0.015,0.284,0.075,1.413,"Cr","A","Cr.A1",NA,"16",1,20,40,30,78,0.075,"9-11"
"81","Cr.E.2.20-40.16_9_11_2018 4_24_22 PM_80","Cr.E.2.20-40.16",20.484,0.018,0.31,0.086,1.512,"Cr","E","Cr.E",NA,"16",2,20,40,30,79,0.086,"9-11"
"83","Cr.A2.4.40-60.16_9_11_2018 4_36_18 PM_82","Cr.A2.4.40-60.16",20.574,0.013,0.244,0.065,1.185,"Cr","A","Cr.A2",NA,"16",4,40,60,50,81,0.065,"9-11"
"84","Cr.A1.3.40-60.16_9_11_2018 4_41_21 PM_83","Cr.A1.3.40-60.16",19.568,0.012,0.252,0.061,1.287,"Cr","A","Cr.A1",NA,"16",3,40,60,50,82,0.061,"9-11"
"85","Cr.A1.1.40-60.16_9_11_2018 4_46_23 PM_84","Cr.A1.1.40-60.16",17.374,0.011,0.21,0.063,1.209,"Cr","A","Cr.A1",NA,"16",1,40,60,50,83,0.063,"9-11"
"86","Cr.A1.4.40-60.16_9_11_2018 4_51_26 PM_85","Cr.A1.4.40-60.16",18.366,0.013,0.259,0.069,1.408,"Cr","A","Cr.A1",NA,"16",4,40,60,50,84,0.069,"9-11"
"87","Cr.A2.1.0-10.16_9_11_2018 4_56_29 PM_86","Cr.A2.1.0-10.16",18.198,0.023,0.468,0.124,2.573,"Cr","A","Cr.A2",NA,"16",1,0,10,5,85,0.124,"9-11"
"88","Cr.A2.2.0-10.16_9_11_2018 5_01_31 PM_87","Cr.A2.2.0-10.16",17.092,0.02,0.393,0.114,2.3,"Cr","A","Cr.A2",NA,"16",2,0,10,5,86,0.114,"9-11"
"89","Cr.A2.1.20-40.16_9_11_2018 5_06_33 PM_88","Cr.A2.1.20-40.16",17.209,0.013,0.264,0.076,1.534,"Cr","A","Cr.A2",NA,"16",1,20,40,30,87,0.076,"9-11"
"90","Cr.A2.2.20-40.16_9_11_2018 5_11_35 PM_89","Cr.A2.2.20-40.16",17.538,0.014,0.278,0.08,1.584,"Cr","A","Cr.A2",NA,"16",2,20,40,30,88,0.08,"9-11"
"91","Cr.A2.3.10-20.16_9_11_2018 5_16_37 PM_90","Cr.A2.3.10-20.16",19.25,0.017,0.322,0.086,1.671,"Cr","A","Cr.A2",NA,"16",3,10,20,15,89,0.086,"9-11"
"92","Cr.A2.4.10-20.16_9_11_2018 5_21_40 PM_91","Cr.A2.4.10-20.16",17.463,0.016,0.3,0.093,1.719,"Cr","A","Cr.A2",NA,"16",4,10,20,15,90,0.093,"9-11"
"93","Cr.A1.3.0-10.16_9_11_2018 5_26_42 PM_92","Cr.A1.3.0-10.16",20.698,0.023,0.497,0.112,2.399,"Cr","A","Cr.A1",NA,"16",3,0,10,5,91,0.112,"9-11"
"327","Eu.E1.2.10-20.04_9_13_2018 8_44_50 AM_2","Eu.E1.2.10-20.04",19.283,0.01,0.226,0.054,1.171,"Eu","E","Eu.E1",NA,"04",2,10,20,15,1,0.054,"9-13"
"718","JP.A.E.4.0-10.16_9_13_2018 9_04_56 AM_6","JP.A.E.4.0-10.16",19.387,0.011,0.213,0.054,1.099,"JP","A","JP.A","E","16",4,0,10,5,5,0.054,"9-13"
"816","Cr.A2.1.60-100.16_9_13_2018 9_09_57 AM_7","Cr.A2.1.60-100.16",17.078,0.01,0.182,0.06,1.063,"Cr","A","Cr.A2",NA,"16",1,60,100,80,6,0.06,"9-13"
"911","Cr.A2.2.60-100.16_9_13_2018 9_14_58 AM_8","Cr.A2.2.60-100.16",17.929,0.012,0.196,0.066,1.094,"Cr","A","Cr.A2",NA,"16",2,60,100,80,7,0.066,"9-13"
"107","Cr.A2.3.0-10.16_9_13_2018 9_19_59 AM_9","Cr.A2.3.0-10.16",19.275,0.025,0.458,0.131,2.375,"Cr","A","Cr.A2",NA,"16",3,0,10,5,8,0.131,"9-13"
"117","Cr.A2.4.0-10.16_9_13_2018 9_25_00 AM_10","Cr.A2.4.0-10.16",18.343,0.024,0.46,0.13,2.507,"Cr","A","Cr.A2",NA,"16",4,0,10,5,9,0.13,"9-13"
"127","Cr.N.3.10-20.16_9_13_2018 9_30_02 AM_11","Cr.N.3.10-20.16",17.978,0.019,0.319,0.106,1.773,"Cr","N","Cr.N",NA,"16",3,10,20,15,10,0.106,"9-13"
"137","Cr.N.4.10-20.16_9_13_2018 9_35_03 AM_12","Cr.N.4.10-20.16",18.087,0.021,0.337,0.117,1.863,"Cr","N","Cr.N",NA,"16",4,10,20,15,11,0.117,"9-13"
"147","Cr.N.1.20-40.16_9_13_2018 9_40_04 AM_13","Cr.N.1.20-40.16",15.938,0.014,0.22,0.09,1.382,"Cr","N","Cr.N",NA,"16",1,20,40,30,12,0.09,"9-13"
"157","Cr.N.4.20-40.16_9_13_2018 9_45_06 AM_14","Cr.N.4.20-40.16",20.098,0.019,0.321,0.093,1.596,"Cr","N","Cr.N",NA,"16",4,20,40,30,13,0.093,"9-13"
"167","Cr.N.1.10-20.16_9_13_2018 9_50_07 AM_15","Cr.N.1.10-20.16",17.072,0.017,0.268,0.102,1.567,"Cr","N","Cr.N",NA,"16",1,10,20,15,14,0.102,"9-13"
"177","Cr.N.3.40-60.16_9_13_2018 9_55_09 AM_16","Cr.N.3.40-60.16",19.635,0.014,0.232,0.071,1.181,"Cr","N","Cr.N",NA,"16",3,40,60,50,15,0.071,"9-13"
"197","Cr.N.2.40-60.16_9_13_2018 10_05_14 AM_18","Cr.N.2.40-60.16",16.648,0.011,0.162,0.068,0.975,"Cr","N","Cr.N",NA,"16",2,40,60,50,17,0.068,"9-13"
"207","Cr.N.3.0-10.16_9_13_2018 10_10_16 AM_19","Cr.N.3.0-10.16",16.963,0.025,0.425,0.147,2.504,"Cr","N","Cr.N",NA,"16",3,0,10,5,18,0.147,"9-13"
"2111","Cr.N.3.0-10.16_9_13_2018 10_15_18 AM_20","Cr.N.3.0-10.16",17.378,0.024,0.416,0.136,2.395,"Cr","N","Cr.N",NA,"16",3,0,10,5,19,0.136,"9-13"
"228","Cr.N.4.0-10.16_9_13_2018 10_20_19 AM_21","Cr.N.4.0-10.16",19.365,0.028,0.488,0.145,2.522,"Cr","N","Cr.N",NA,"16",4,0,10,5,20,0.145,"9-13"
"237","Cr.N.2.10-20.16_9_13_2018 10_25_21 AM_22","Cr.N.2.10-20.16",17.767,0.017,0.272,0.096,1.53,"Cr","N","Cr.N",NA,"16",2,10,20,15,21,0.096,"9-13"
"247","Cr.N.4.60-100.16_9_13_2018 10_30_23 AM_23","Cr.N.4.60-100.16",19.996,0.014,0.221,0.069,1.103,"Cr","N","Cr.N",NA,"16",4,60,100,80,22,0.069,"9-13"
"257","Cr.N.3.60-100.16_9_13_2018 10_35_24 AM_24","Cr.N.3.60-100.16",18.862,0.014,0.195,0.073,1.031,"Cr","N","Cr.N",NA,"16",3,60,100,80,23,0.073,"9-13"
"267","Cr.N.1.40-60.16_9_13_2018 10_40_26 AM_25","Cr.N.1.40-60.16",16.362,0.012,0.175,0.071,1.07,"Cr","N","Cr.N",NA,"16",1,40,60,50,24,0.071,"9-13"
"277","Cr.N.2.20-40.16_9_13_2018 10_45_28 AM_26","Cr.N.2.20-40.16",18.039,0.014,0.232,0.077,1.286,"Cr","N","Cr.N",NA,"16",2,20,40,30,25,0.077,"9-13"
"287","Cr.N.3.20-40.16_9_13_2018 10_50_30 AM_27","Cr.N.3.20-40.16",19.485,0.017,0.276,0.089,1.417,"Cr","N","Cr.N",NA,"16",3,20,40,30,26,0.089,"9-13"
"297","Eu.N.4.10-20.16_9_13_2018 10_55_32 AM_28","Eu.N.4.10-20.16",18.085,0.011,0.182,0.06,1.008,"Eu","N","Eu.N",NA,"16",4,10,20,15,27,0.06,"9-13"
"307","Eu.N.3.10-20.16_9_13_2018 11_00_34 AM_29","Eu.N.3.10-20.16",17.522,0.012,0.19,0.068,1.083,"Eu","N","Eu.N",NA,"16",3,10,20,15,28,0.068,"9-13"
