McMahon_VgE
Element	Method	Eval Date	Mass coefficient.	Mg	Mg	Mg	Mg	Al	Al	Al	Al	Si	Si	Si	Si	P	P	P	P	S	S	S	S	Cl	Cl	Cl	Cl	K	K	K	K	Ca	Ca	Ca	Ca	Ti	Ti	Ti	Ti	Mn	Mn	Mn	Mn	Fe	Fe	Fe	Fe	Cu	Cu	Cu	Cu	Zn	Zn	Zn	Zn	Sr	Sr	Sr	Sr	Zr	Zr	Zr	Zr	Nb	Nb	Nb	Nb	Mo	Mo	Mo	Mo	Pb	Pb	Pb	Pb	
Dimension			cm²/g	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	%	Abs. Error ( %)	Norm. Int.	%	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	µg/g	Abs. Error ( µg/g)	Norm. Int.	µg/g	
Vg.E.2.60-100.16	TQ Powders	7/10/2017 4:33:24 PM	14.5244	0.0517	0.0022	5.4833	0.014	20.01	0.04	1040.6874	0.0024	9.556	0.023	948.5598	0.0022	0.00315	0.00011	7.8398	0.0017	0.03829	0.00075	16.8295	0.00073	0.00265	0.00024	3.6429	0.00068	0.01185	0.00023	35.8066	0.00028	< 0.0010	(0.0)	28.7962	0.00100	10930	10	12290.3213	0.1	154.8	0.6	571.8522	0.3	108900	100	73148.1044	0.1	9.3	0.9	10.8211	1.2	38.2	0.8	62.7929	0.8	11.5	0.3	92.3998	0.4	865.7	2.4	1203.0219	0.1	60.9	0.7	84.7862	1.0	10.8	0.6	21.7789	1.6	15.9	0.9	29.5061	0.9	
Vg.E.3.60-100.16	TQ Powders	7/10/2017 4:47:18 PM	14.7190	0.0710	0.0029	5.7616	0.014	20.54	0.05	1091.1361	0.0023	8.929	0.022	896.3378	0.0023	0.00415	0.00014	8.7478	0.0017	0.04413	0.00079	19.6462	0.00072	0.00225	0.00022	3.3542	0.00068	0.01164	0.00022	35.6746	0.00028	0.00044	0.00001	34.7051	0.00018	11310	10	12868.6671	0.1	151.9	0.6	566.3373	0.4	112700	100	76597.4992	0.1	6.4	1.0	7.4001	1.4	36.8	0.8	59.9547	0.9	11.4	0.3	90.6001	0.4	954.9	2.6	1320.7025	0.1	64.7	0.8	89.6323	1.0	8.1	0.6	17.0919	1.6	16.9	0.9	31.2621	1.0	
Vg.E.1.60-100.16	TQ Powders	7/10/2017 5:01:13 PM	15.0745	0.0563	0.0024	5.5589	0.014	20.29	0.05	1071.9992	0.0024	9.348	0.023	938.4739	0.0023	< 0.00030	(0.0)	7.8633	0.00030	0.04222	0.00079	18.5887	0.00074	0.00351	0.00027	4.3509	0.00069	0.01310	0.00023	39.7294	0.00029	< 0.0010	(0.0)	27.7677	0.00100	11490	10	12958.5108	0.1	194.0	0.7	715.8919	0.4	116900	100	78670.5871	0.1	9.1	1.0	10.2048	1.4	43.0	0.9	68.4290	1.0	14.2	0.3	110.5085	0.4	987.0	2.7	1334.5324	0.1	66.3	0.8	89.5693	1.1	9.7	0.6	19.5572	1.7	13.9	1.0	25.2270	1.0	
Vg.E.T.4.40-60.16	TQ Powders	7/10/2017 5:15:08 PM	14.7822	0.0450	0.0020	5.4286	0.014	20.29	0.04	1111.6212	0.0023	8.945	0.022	921.9452	0.0023	0.00724	0.00023	9.5881	0.0017	0.06401	0.00090	28.8494	0.00068	0.00141	0.00018	2.6930	0.00068	0.01151	0.00023	35.8906	0.00029	< 0.0010	(0.0)	27.8409	0.00100	11650	10	13468.5967	0.1	169.2	0.6	638.7235	0.4	114500	100	79103.6139	0.1	8.6	1.0	9.8485	1.4	36.5	0.8	59.4739	1.0	12.6	0.3	100.4861	0.4	974.3	2.6	1353.1084	0.1	64.1	0.8	89.1706	1.0	8.7	0.6	18.2687	1.6	15.2	1.0	28.2057	1.0	
Vg.E.Ee1.4.40-60.16	TQ Powders	7/10/2017 5:29:05 PM	14.3376	0.0292	0.0013	5.2253	0.013	19.33	0.04	1108.4239	0.0023	8.659	0.021	935.9230	0.0022	0.00962	0.00031	9.3136	0.0017	0.08910	0.00100	41.8257	0.00061	0.00226	0.00022	3.4770	0.00066	0.01204	0.00023	39.1183	0.00028	0.00051	0.00001	36.8310	0.00018	11420	10	13766.0351	0.1	170.4	0.6	669.4885	0.3	112200	100	80692.3881	0.1	9.6	1.0	11.4072	1.3	40.7	0.8	68.2506	0.9	12.7	0.3	104.3991	0.4	845.1	2.4	1210.3478	0.1	66.7	0.8	95.3295	1.0	9.6	0.5	20.2782	1.5	16.0	1.0	30.5991	0.9	
Vg.E.L.3.0-10.16	TQ Powders	7/12/2017 10:42:08 AM	13.3829	0.0852	0.0033	6.0212	0.013	18.08	0.04	1016.6905	0.0024	10.39	0.02	1117.1349	0.0019	0.02040	0.00051	12.9383	0.0016	0.06562	0.00087	30.2686	0.00061	0.00840	0.00036	8.6028	0.00066	0.02196	0.00027	69.2949	0.00027	0.03883	0.00023	234.3374	0.00017	10570	10	12475.7493	0.1	170.7	0.6	661.4589	0.3	97530	90	69281.4860	0.1	9.1	0.9	11.4480	1.3	36.4	0.8	64.8663	0.9	11.2	0.2	97.9086	0.4	960.6	2.5	1442.4024	0.1	57.9	0.7	86.9634	1.0	8.4	0.5	18.8491	1.5	14.1	0.8	28.4531	0.9	
Vg.E.T.3.0-10.16	TQ Powders	7/12/2017 10:56:35 AM	13.9375	0.0535	0.0023	5.5342	0.013	19.18	0.04	1035.7929	0.0023	10.37	0.02	1066.6242	0.0020	0.01684	0.00044	12.0021	0.0017	0.06319	0.00089	28.1058	0.00065	0.00418	0.00029	4.9218	0.00068	0.01697	0.00025	51.8139	0.00028	0.00574	0.00008	58.7193	0.00018	11300	10	12882.7146	0.1	161.2	0.6	602.8175	0.3	101900	100	69722.8904	0.1	6.6	0.9	7.9424	1.3	34.5	0.8	59.2192	0.9	10.2	0.2	85.6884	0.4	992.4	2.6	1437.4735	0.1	61.4	0.7	89.0348	1.0	8.5	0.6	18.4461	1.6	14.6	0.8	28.4133	0.9	
Vg.E.Ee2.3.0-10.16	TQ Powders	7/12/2017 11:11:03 AM	14.3893	0.0809	0.0033	5.9376	0.013	19.53	0.04	1075.7853	0.0023	9.259	0.022	966.3205	0.0022	< 0.00030	(0.0)	8.6257	0.00030	0.05067	0.00082	23.1043	0.00070	0.00344	0.00027	4.3917	0.00067	0.01527	0.00024	47.8074	0.00028	0.01485	0.00014	109.8430	0.00018	11410	10	13304.1660	0.1	171.7	0.6	654.4638	0.3	109800	100	76504.9568	0.1	5.9	1.0	6.9603	1.4	35.0	0.8	58.3120	1.0	11.9	0.3	97.1352	0.4	1072	3	1517.7197	0.1	66.1	0.8	93.5471	1.0	10.7	0.6	21.9700	1.7	15.4	0.9	29.0959	1.0	
Vg.E.L.4.0-10.16	TQ Powders	7/12/2017 11:25:27 AM	14.3937	0.0713	0.0029	5.8216	0.013	18.99	0.04	1065.4731	0.0024	9.003	0.022	961.6526	0.0022	0.01895	0.00050	12.0499	0.0017	0.05815	0.00086	27.0397	0.00068	0.00521	0.00032	5.9610	0.00068	0.01758	0.00025	56.1127	0.00028	0.00551	0.00007	63.1297	0.00018	11200	10	13336.7741	0.1	177.3	0.6	689.5105	0.3	112300	100	79730.1214	0.1	16.2	1.0	19.1561	1.2	43.0	0.8	71.7481	0.8	13.2	0.3	107.2288	0.4	946.8	2.5	1343.2776	0.1	65.2	0.8	92.7835	1.0	8.3	0.5	17.8430	1.6	16.8	0.9	31.8977	0.9	
Vg.E.Ee2.4.0-10.16	TQ Powders	7/12/2017 11:39:52 AM	13.8705	< 0.0020	(0.0)	4.3902	0.0020	18.24	0.04	1009.7596	0.0025	9.828	0.022	1045.7085	0.0020	0.02073	0.00052	12.8392	0.0017	0.06472	0.00088	29.7751	0.00063	0.00603	0.00033	6.6044	0.00067	0.01966	0.00026	62.0495	0.00027	0.00522	0.00007	58.4748	0.00018	11230	10	13257.0672	0.1	176.7	0.6	682.8583	0.3	103900	100	73199.5417	0.1	8.8	1.0	10.7460	1.3	39.0	0.8	67.1921	0.9	11.8	0.3	99.5320	0.4	977.6	2.5	1421.8319	0.1	65.6	0.7	95.1509	1.0	9.0	0.6	19.4409	1.6	15.2	0.9	29.6915	0.9	
Vg.E.Ee1.4.0-10.16	TQ Powders	7/12/2017 11:54:16 AM	14.0274	0.0384	0.0017	5.3347	0.013	18.41	0.04	1011.6408	0.0025	9.483	0.022	1002.5753	0.0021	0.02651	0.00065	13.0141	0.0017	0.07112	0.00092	32.6383	0.00063	0.00515	0.00031	5.8540	0.00067	0.02062	0.00026	65.0474	0.00027	0.00399	0.00006	52.6228	0.00018	10830	10	12798.4039	0.1	161.4	0.6	624.8850	0.3	106100	100	74770.1253	0.1	9.4	1.0	11.3118	1.3	39.4	0.8	67.2578	0.9	12.0	0.3	99.9667	0.4	867.1	2.4	1250.8748	0.1	62.2	0.7	89.6792	1.0	9.0	0.5	19.2022	1.5	14.7	0.9	28.4329	0.9	
Vg.E.Ee2.2.40-60.16	TQ Powders	7/12/2017 12:08:40 PM	14.1600	0.0455	0.0020	5.4216	0.013	19.60	0.04	1051.1813	0.0023	10.10	0.02	1029.3739	0.0020	0.00783	0.00026	8.6283	0.0017	0.03826	0.00074	17.0181	0.00071	0.00356	0.00027	4.4069	0.00067	0.01241	0.00023	37.9289	0.00028	0.00043	0.00001	32.4457	0.00018	10920	10	12426.7378	0.1	157.4	0.6	587.9710	0.3	105000	100	71668.7313	0.1	6.8	0.9	8.1362	1.4	32.6	0.8	55.0916	0.9	10.1	0.2	83.1239	0.4	824.1	2.4	1178.6219	0.1	59.6	0.7	85.1635	1.0	8.4	0.5	17.9715	1.5	13.1	0.9	25.1469	0.9	
